Staff,Staff_ID,Facility_ID
6837,6837,4231
6838,6838,4223
6839,6839,3865
6840,6840,4085
6841,6841,4025
6842,6842,4224
6843,6843,3965
6844,6844,4057
6845,6845,4321
6846,6846,4029
6847,6847,4080
6848,6848,4169
6849,6849,4109
6850,6850,3923
6851,6851,4133
6852,6852,4145
6853,6853,4367
6854,6854,4013
6855,6855,3932
6856,6856,4100
6857,6857,3806
6858,6858,3818
6859,6859,4374
6860,6860,4097
6861,6861,3961
6862,6862,3951
6863,6863,3869
6864,6864,3816
6865,6865,4372
6866,6866,4045
6867,6867,6553
6868,6868,6847
6869,6869,6842
6870,6870,6936
6871,6871,6929
6872,6872,6681
6873,6873,6920
6874,6874,6929
6875,6875,6591
6876,6876,6769
6877,6877,6763
6878,6878,6538
6879,6879,6965
6880,6880,6540
6881,6881,6551
6882,6882,6615
6883,6883,6563
6884,6884,6630
6885,6885,6643
6886,6886,6772
6887,6887,6788
6888,6888,6677
6889,6889,6782
6890,6890,6939
6891,6891,6813
6892,6892,6963
6893,6893,6529
6894,6894,6976
6895,6895,6591
6896,6896,6537
6897,6897,6530
6898,6898,6214
6899,6899,6248
6900,6900,6199
6901,6901,6338
6902,6902,6075
6903,6903,6206
6904,6904,6338
6905,6905,6272
6906,6906,6426
6907,6907,6273
6908,6908,6443
6909,6909,6145
6910,6910,6512
6911,6911,6169
6912,6912,6518
6913,6913,6077
6914,6914,6489
6915,6915,6209
6916,6916,6407
6917,6917,6495
6918,6918,6223
6919,6919,6378
6920,6920,6503
6921,6921,6091
6922,6922,6464
6923,6923,6225
6924,6924,6249
6925,6925,6416
6926,6926,6399
6927,6927,6316
6928,6928,6409
6929,6929,6411
6930,6930,6333
6931,6931,6463
6932,6932,6429
6933,6933,6449
6934,6934,4831
6935,6935,4820
6936,6936,4813
6937,6937,4659
6938,6938,4921
6939,6939,4891
6940,6940,4676
6941,6941,4906
6942,6942,4771
6943,6943,4856
6944,6944,4799
6945,6945,4800
6946,6946,4817
6947,6947,4845
6948,6948,4781
6949,6949,4759
6950,6950,4703
6951,6951,4616
6952,6952,4840
6953,6953,4659
6954,6954,4905
6955,6955,4923
6956,6956,4841
6957,6957,4620
6958,6958,4781
6959,6959,4696
6960,6960,4680
6961,6961,4749
6962,6962,4921
6963,6963,4853
6964,6964,4771
6965,6965,4800
6966,6966,4796
6967,6967,7698
6968,6968,7579
6969,6969,7644
6970,6970,7709
6971,6971,7709
6972,6972,7663
6973,6973,7684
6974,6974,7709
6975,6975,7518
6976,6976,7437
6977,6977,7573
6978,6978,7657
6979,6979,7462
6980,6980,7544
6981,6981,7642
6982,6982,7530
6983,6983,7540
6984,6984,7447
6985,6985,7673
6986,6986,7499
6987,6987,7666
6988,6988,7545
6989,6989,7639
6990,6990,7671
6991,6991,7580
6992,6992,7695
6993,6993,7650
6994,6994,7464
6995,6995,7430
6996,6996,7513
6997,6997,7486
6998,6998,7448
6999,6999,7573
7000,7000,7547
7001,7001,7505
7002,7002,8560
7003,7003,8504
7004,7004,8526
7005,7005,8504
7006,7006,8504
7007,7007,8552
7008,7008,8546
7009,7009,8521
7010,7010,8527
7011,7011,8531
7012,7012,8545
7013,7013,8512
7014,7014,8555
7015,7015,8506
7016,7016,8543
7017,7017,8559
7018,7018,8533
7019,7019,8573
7020,7020,8529
7021,7021,8557
7022,7022,8530
7023,7023,8513
7024,7024,8543
7025,7025,8536
7026,7026,8558
7027,7027,8510
7028,7028,8530
7029,7029,8571
7030,7030,8573
7031,7031,8571
7032,7032,8505
7033,7033,4477
7034,7034,1360
7035,7035,648
7036,7036,1222
7037,7037,5020
7038,7038,9260
7039,7039,1510
7040,7040,8953
7041,7041,764
7042,7042,8935
7043,7043,7722
7044,7044,5263
7045,7045,5526
7046,7046,3223
7047,7047,8854
7048,7048,8116
7049,7049,3194
7050,7050,4122
7051,7051,7148
7052,7052,617
7053,7053,6019
7054,7054,5478
7055,7055,6509
7056,7056,207
7057,7057,2203
7058,7058,7452
7059,7059,6446
7060,7060,3069
7061,7061,451
7062,7062,3674
7063,7063,5537
7064,7064,4219
7065,7065,3018
7066,7066,7536
7067,7067,7243
7068,7068,3681
7069,7069,7729
7070,7070,9269
7071,7071,7433
7072,7072,4882
7073,7073,5234
7074,7074,1278
7075,7075,1528
7076,7076,3105
7077,7077,4830
7078,7078,4468
7079,7079,4705
7080,7080,2432
7081,7081,7549
7082,7082,3549
7083,7083,7657
7084,7084,3518
7085,7085,7414
7086,7086,2586
7087,7087,238
7088,7088,8190
7089,7089,7129
7090,7090,4525
7091,7091,584
7092,7092,5142
7093,7093,4709
7094,7094,7784
7095,7095,8422
7096,7096,2613
7097,7097,8444
7098,7098,8377
7099,7099,8384
7100,7100,8385
7101,7101,8432
7102,7102,8487
7103,7103,8411
7104,7104,8433
7105,7105,8446
7106,7106,8473
7107,7107,8398
7108,7108,8478
7109,7109,8501
7110,7110,8416
7111,7111,8486
7112,7112,8430
7113,7113,8374
7114,7114,8369
7115,7115,8355
7116,7116,8372
7117,7117,8484
7118,7118,8442
7119,7119,8399
7120,7120,8425
7121,7121,8472
7122,7122,8455
7123,7123,8471
7124,7124,8472
7125,7125,8441
7126,7126,8389
7127,7127,8449
7128,7128,1300
7129,7129,1164
7130,7130,1316
7131,7131,1179
7132,7132,1178
7133,7133,1317
7134,7134,1130
7135,7135,1196
7136,7136,1227
7137,7137,1343
7138,7138,1187
7139,7139,1374
7140,7140,1293
7141,7141,1184
7142,7142,1194
7143,7143,1286
7144,7144,1176
7145,7145,1199
7146,7146,1131
7147,7147,1335
7148,7148,1312
7149,7149,1161
7150,7150,1295
7151,7151,1338
7152,7152,1311
7153,7153,1227
7154,7154,1151
7155,7155,1279
7156,7156,1335
7157,7157,1237
7158,7158,1313
7159,7159,1355
7160,7160,2847
7161,7161,2803
7162,7162,2719
7163,7163,2762
7164,7164,2864
7165,7165,2650
7166,7166,2938
7167,7167,2892
7168,7168,2812
7169,7169,2705
7170,7170,2702
7171,7171,2692
7172,7172,2664
7173,7173,2649
7174,7174,2764
7175,7175,2708
7176,7176,2695
7177,7177,2973
7178,7178,2644
7179,7179,2772
7180,7180,2897
7181,7181,2792
7182,7182,2712
7183,7183,2971
7184,7184,2750
7185,7185,2969
7186,7186,2827
7187,7187,2648
7188,7188,2893
7189,7189,2670
7190,7190,2841
7191,7191,2963
7192,7192,2896
7193,7193,2856
7194,7194,2967
7195,7195,2813
7196,7196,2817
7197,7197,2712
7198,7198,2898
7199,7199,9406
7200,7200,9464
7201,7201,9467
7202,7202,9420
7203,7203,9406
7204,7204,9425
7205,7205,9415
7206,7206,9414
7207,7207,9375
7208,7208,9450
7209,7209,9402
7210,7210,9453
7211,7211,9273
7212,7212,9455
7213,7213,9479
7214,7214,9493
7215,7215,9497
7216,7216,9306
7217,7217,9418
7218,7218,9395
7219,7219,9285
7220,7220,9314
7221,7221,9352
7222,7222,9407
7223,7223,9401
7224,7224,9378
7225,7225,9314
7226,7226,9336
7227,7227,9289
7228,7228,9323
7229,7229,9472
7230,7230,9393
7231,7231,9285
7232,7232,9304
7233,7233,9492
7234,7234,9410
7235,7235,9498
7236,7236,9410
7237,7237,9495
7238,7238,5339
7239,7239,5522
7240,7240,5666
7241,7241,5693
7242,7242,5362
7243,7243,5579
7244,7244,5631
7245,7245,5491
7246,7246,5361
7247,7247,5631
7248,7248,5430
7249,7249,5414
7250,7250,5357
7251,7251,5414
7252,7252,5546
7253,7253,5436
7254,7254,5540
7255,7255,5610
7256,7256,5402
7257,7257,5393
7258,7258,5502
7259,7259,5476
7260,7260,5714
7261,7261,5442
7262,7262,5575
7263,7263,5700
7264,7264,5667
7265,7265,5406
7266,7266,5529
7267,7267,5527
7268,7268,5437
7269,7269,5361
7270,7270,5556
7271,7271,3238
7272,7272,3074
7273,7273,3190
7274,7274,3227
7275,7275,2988
7276,7276,3038
7277,7277,3014
7278,7278,2975
7279,7279,3178
7280,7280,3018
7281,7281,3108
7282,7282,2987
7283,7283,3011
7284,7284,3152
7285,7285,3106
7286,7286,3059
7287,7287,3105
7288,7288,3105
7289,7289,3145
7290,7290,3235
7291,7291,3174
7292,7292,3151
7293,7293,3131
7294,7294,2974
7295,7295,3127
7296,7296,3214
7297,7297,3174
7298,7298,3186
7299,7299,3032
7300,7300,3164
7301,7301,3039
7302,7302,7820
7303,7303,7828
7304,7304,7752
7305,7305,7796
7306,7306,7799
7307,7307,7903
7308,7308,7877
7309,7309,7771
7310,7310,7855
7311,7311,7818
7312,7312,7917
7313,7313,7789
7314,7314,7806
7315,7315,7847
7316,7316,7781
7317,7317,7736
7318,7318,7904
7319,7319,7884
7320,7320,7781
7321,7321,7921
7322,7322,7755
7323,7323,7899
7324,7324,7737
7325,7325,7917
7326,7326,7834
7327,7327,7852
7328,7328,7811
7329,7329,7920
7330,7330,7738
7331,7331,7853
7332,7332,7797
7333,7333,7907
7334,7334,7787
7335,7335,7761
7336,7336,7747
7337,7337,7740
7338,7338,7820
7339,7339,7756
7340,7340,640
7341,7341,614
7342,7342,617
7343,7343,731
7344,7344,577
7345,7345,530
7346,7346,651
7347,7347,579
7348,7348,669
7349,7349,616
7350,7350,606
7351,7351,746
7352,7352,698
7353,7353,737
7354,7354,669
7355,7355,726
7356,7356,617
7357,7357,581
7358,7358,621
7359,7359,619
7360,7360,678
7361,7361,584
7362,7362,642
7363,7363,660
7364,7364,673
7365,7365,496
7366,7366,696
7367,7367,584
7368,7368,667
7369,7369,687
7370,7370,682
7371,7371,688
7372,7372,619
7373,7373,555
7374,7374,639
7375,7375,758
7376,7376,553
7377,7377,551
7378,7378,4521
7379,7379,4561
7380,7380,4607
7381,7381,4388
7382,7382,4538
7383,7383,4535
7384,7384,4553
7385,7385,4431
7386,7386,4463
7387,7387,4579
7388,7388,4416
7389,7389,4419
7390,7390,4405
7391,7391,4581
7392,7392,4435
7393,7393,4387
7394,7394,4579
7395,7395,4497
7396,7396,4407
7397,7397,4566
7398,7398,4439
7399,7399,4592
7400,7400,4385
7401,7401,4528
7402,7402,4605
7403,7403,4481
7404,7404,4539
7405,7405,4391
7406,7406,4382
7407,7407,4422
7408,7408,4548
7409,7409,8876
7410,7410,8770
7411,7411,8730
7412,7412,8729
7413,7413,8668
7414,7414,8697
7415,7415,8965
7416,7416,8679
7417,7417,8901
7418,7418,8708
7419,7419,8650
7420,7420,8648
7421,7421,8902
7422,7422,8665
7423,7423,8818
7424,7424,8731
7425,7425,8767
7426,7426,8779
7427,7427,8765
7428,7428,8713
7429,7429,8706
7430,7430,8969
7431,7431,8628
7432,7432,8584
7433,7433,8719
7434,7434,8689
7435,7435,8764
7436,7436,8864
7437,7437,8723
7438,7438,8633
7439,7439,8760
7440,7440,8814
7441,7441,8751
7442,7442,8741
7443,7443,8830
7444,7444,8710
7445,7445,8976
7446,7446,8724
7447,7447,8950
7448,7448,7389
7449,7449,7082
7450,7450,7007
7451,7451,7166
7452,7452,7307
7453,7453,7006
7454,7454,7338
7455,7455,7026
7456,7456,7112
7457,7457,7036
7458,7458,7381
7459,7459,7384
7460,7460,7069
7461,7461,7383
7462,7462,7161
7463,7463,7165
7464,7464,7326
7465,7465,7038
7466,7466,7362
7467,7467,7034
7468,7468,7356
7469,7469,7007
7470,7470,7335
7471,7471,7093
7472,7472,7266
7473,7473,7004
7474,7474,7084
7475,7475,7092
7476,7476,7362
7477,7477,6990
7478,7478,7137
7479,7479,7051
7480,7480,7102
7481,7481,7196
7482,7482,7101
7483,7483,7285
7484,7484,7398
7485,7485,7047
7486,7486,7381
7487,7487,7213
7488,7488,7166
7489,7489,7345
7490,7490,7203
7491,7491,7094
7492,7492,7042
7493,7493,7290
7494,7494,7058
7495,7495,4185
7496,7496,4111
7497,7497,4134
7498,7498,4176
7499,7499,4008
7500,7500,4162
7501,7501,4361
7502,7502,4097
7503,7503,4150
7504,7504,4001
7505,7505,4188
7506,7506,4178
7507,7507,4290
7508,7508,3981
7509,7509,3821
7510,7510,4242
7511,7511,4233
7512,7512,3895
7513,7513,3999
7514,7514,4239
7515,7515,3836
7516,7516,3903
7517,7517,4046
7518,7518,3939
7519,7519,4248
7520,7520,3998
7521,7521,4375
7522,7522,4082
7523,7523,4359
7524,7524,4133
7525,7525,4104
7526,7526,3985
7527,7527,4269
7528,7528,3926
7529,7529,3948
7530,7530,4208
7531,7531,3839
7532,7532,4008
7533,7533,3980
7534,7534,3877
7535,7535,4227
7536,7536,4065
7537,7537,3959
7538,7538,3896
7539,7539,4211
7540,7540,3934
7541,7541,4296
7542,7542,3982
7543,7543,4020
7544,7544,4044
7545,7545,4346
7546,7546,3933
7547,7547,3907
7548,7548,4216
7549,7549,3825
7550,7550,4130
7551,7551,3848
7552,7552,4173
7553,7553,4104
7554,7554,4068
7555,7555,4000
7556,7556,4341
7557,7557,4048
7558,7558,4260
7559,7559,3843
7560,7560,4157
7561,7561,3876
7562,7562,4350
7563,7563,4183
7564,7564,4153
7565,7565,3932
7566,7566,4091
7567,7567,3815
7568,7568,3899
7569,7569,3812
7570,7570,3998
7571,7571,4156
7572,7572,3988
7573,7573,3970
7574,7574,4360
7575,7575,4028
7576,7576,3950
7577,7577,3831
7578,7578,4008
7579,7579,3844
7580,7580,3958
7581,7581,4217
7582,7582,4269
7583,7583,4208
7584,7584,4236
7585,7585,4148
7586,7586,4107
7587,7587,4349
7588,7588,4264
7589,7589,4185
7590,7590,3962
7591,7591,3885
7592,7592,3848
7593,7593,4294
7594,7594,3937
7595,7595,3921
7596,7596,4343
7597,7597,3821
7598,7598,3952
7599,7599,4021
7600,7600,4003
7601,7601,4352
7602,7602,3836
7603,7603,3861
7604,7604,8659
7605,7605,5859
7606,7606,2567
7607,7607,3339
7608,7608,1573
7609,7609,550
7610,7610,7132
7611,7611,2215
7612,7612,4190
7613,7613,5240
7614,7614,1360
7615,7615,1408
7616,7616,2185
7617,7617,1732
7618,7618,2579
7619,7619,6510
7620,7620,7951
7621,7621,1035
7622,7622,3037
7623,7623,8552
7624,7624,3784
7625,7625,3388
7626,7626,3587
7627,7627,1026
7628,7628,5129
7629,7629,886
7630,7630,5401
7631,7631,4813
7632,7632,9109
7633,7633,1350
7634,7634,1818
7635,7635,7168
7636,7636,1154
7637,7637,4981
7638,7638,4735
7639,7639,3249
7640,7640,6049
7641,7641,587
7642,7642,9392
7643,7643,5951
7644,7644,6201
7645,7645,8680
7646,7646,9240
7647,7647,6666
7648,7648,7163
7649,7649,1136
7650,7650,2921
7651,7651,1444
7652,7652,7371
7653,7653,4102
7654,7654,1514
7655,7655,8617
7656,7656,272
7657,7657,6164
7658,7658,2525
7659,7659,5120
7660,7660,5294
7661,7661,7452
7662,7662,5970
7663,7663,4539
7664,7664,8376
7665,7665,4237
7666,7666,7253
7667,7667,5294
7668,7668,2149
7669,7669,1905
7670,7670,1233
7671,7671,2976
7672,7672,1347
7673,7673,2177
7674,7674,4145
7675,7675,1237
7676,7676,138
7677,7677,5968
7678,7678,1701
7679,7679,5972
7680,7680,9439
7681,7681,1499
7682,7682,4941
7683,7683,305
7684,7684,8648
7685,7685,4074
7686,7686,4838
7687,7687,4391
7688,7688,1050
7689,7689,7641
7690,7690,4037
7691,7691,6391
7692,7692,8513
7693,7693,402
7694,7694,4934
7695,7695,2323
7696,7696,937
7697,7697,9289
7698,7698,1793
7699,7699,5378
7700,7700,4019
7701,7701,2145
7702,7702,3116
7703,7703,8950
7704,7704,1436
7705,7705,6197
7706,7706,4404
7707,7707,6761
7708,7708,591
7709,7709,627
7710,7710,8014
7711,7711,7117
7712,7712,421
7713,7713,2927
7714,7714,4668
7715,7715,5221
7716,7716,1012
7717,7717,1861
7718,7718,166
7719,7719,2940
7720,7720,2018
7721,7721,3787
7722,7722,5243
7723,7723,6488
7724,7724,5293
7725,7725,1143
7726,7726,8994
7727,7727,3543
7728,7728,698
7729,7729,5818
7730,7730,2164
7731,7731,1658
7732,7732,4471
7733,7733,6230
7734,7734,3623
7735,7735,8167
7736,7736,4708
7737,7737,2696
7738,7738,8314
7739,7739,8239
7740,7740,8327
7741,7741,8191
7742,7742,8118
7743,7743,8267
7744,7744,8333
7745,7745,8294
7746,7746,8279
7747,7747,8095
7748,7748,8225
7749,7749,8162
7750,7750,8099
7751,7751,8176
7752,7752,8157
7753,7753,8196
7754,7754,8258
7755,7755,8095
7756,7756,8096
7757,7757,8287
7758,7758,8293
7759,7759,8259
7760,7760,8180
7761,7761,8096
7762,7762,8136
7763,7763,8277
7764,7764,8305
7765,7765,8307
7766,7766,8185
7767,7767,8241
7768,7768,8095
7769,7769,8123
7770,7770,8153
7771,7771,8309
7772,7772,8241
7773,7773,8345
7774,7774,8221
7775,7775,8151
7776,7776,8096
7777,7777,8272
7778,7778,8308
7779,7779,8245
7780,7780,8287
7781,7781,8317
7782,7782,8221
7783,7783,8114
7784,7784,8241
7785,7785,8285
7786,7786,8146
7787,7787,8209
7788,7788,8337
7789,7789,8185
7790,7790,8281
7791,7791,8117
7792,7792,8334
7793,7793,8347
7794,7794,8326
7795,7795,8240
7796,7796,8313
7797,7797,8288
7798,7798,8242
7799,7799,8150
7800,7800,8185
7801,7801,8314
7802,7802,8212
7803,7803,8339
7804,7804,8235
7805,7805,8096
7806,7806,8258
7807,7807,8133
7808,7808,8323
7809,7809,8350
7810,7810,8117
7811,7811,8194
7812,7812,8179
7813,7813,8218
7814,7814,8172
7815,7815,8187
7816,7816,8191
7817,7817,8163
7818,7818,8239
7819,7819,8173
7820,7820,8184
7821,7821,8161
7822,7822,8087
7823,7823,8284
7824,7824,8143
7825,7825,8272
7826,7826,8196
7827,7827,8099
7828,7828,8113
7829,7829,8139
7830,7830,8207
7831,7831,8114
7832,7832,8261
7833,7833,8217
7834,7834,8254
7835,7835,8328
7836,7836,8352
7837,7837,8163
7838,7838,8281
7839,7839,8253
7840,7840,8200
7841,7841,8221
7842,7842,8139
7843,7843,7231
7844,7844,7201
7845,7845,7412
7846,7846,7004
7847,7847,7243
7848,7848,7024
7849,7849,7213
7850,7850,7374
7851,7851,7218
7852,7852,7388
7853,7853,7054
7854,7854,7240
7855,7855,7191
7856,7856,7026
7857,7857,7360
7858,7858,7063
7859,7859,7214
7860,7860,6999
7861,7861,7083
7862,7862,7240
7863,7863,7118
7864,7864,6996
7865,7865,7104
7866,7866,7102
7867,7867,7037
7868,7868,7083
7869,7869,7066
7870,7870,7077
7871,7871,7165
7872,7872,7043
7873,7873,7119
7874,7874,7391
7875,7875,7321
7876,7876,7002
7877,7877,7125
7878,7878,7150
7879,7879,7355
7880,7880,7224
7881,7881,7408
7882,7882,7113
7883,7883,6988
7884,7884,7191
7885,7885,7299
7886,7886,7231
7887,7887,7097
7888,7888,7295
7889,7889,7319
7890,7890,7281
7891,7891,7114
7892,7892,7291
7893,7893,7132
7894,7894,7066
7895,7895,7129
7896,7896,7404
7897,7897,7354
7898,7898,7312
7899,7899,7345
7900,7900,7277
7901,7901,7253
7902,7902,7062
7903,7903,7335
7904,7904,7314
7905,7905,7248
7906,7906,7396
7907,7907,7213
7908,7908,7262
7909,7909,7315
7910,7910,7028
7911,7911,7320
7912,7912,7199
7913,7913,7225
7914,7914,7252
7915,7915,7127
7916,7916,7319
7917,7917,7109
7918,7918,7395
7919,7919,7222
7920,7920,7300
7921,7921,7396
7922,7922,7145
7923,7923,7369
7924,7924,6989
7925,7925,7417
7926,7926,7390
7927,7927,7034
7928,7928,6989
7929,7929,7394
7930,7930,7325
7931,7931,7307
7932,7932,7339
7933,7933,7398
7934,7934,7274
7935,7935,7218
7936,7936,7289
7937,7937,7265
7938,7938,7162
7939,7939,7121
7940,7940,7099
7941,7941,7414
7942,7942,7394
7943,7943,7044
7944,7944,7006
7945,7945,7171
7946,7946,7411
7947,7947,7129
7948,7948,7348
7949,7949,7266
7950,7950,7250
7951,7951,7071
7952,7952,6996
7953,7953,7392
7954,7954,7046
7955,7955,7369
7956,7956,7380
7957,7957,7089
7958,7958,7321
7959,7959,7105
7960,7960,7112
7961,7961,7103
7962,7962,7115
7963,7963,7010
7964,7964,7260
7965,7965,7094
7966,7966,7300
7967,7967,7052
7968,7968,7292
7969,7969,7036
7970,7970,7269
7971,7971,7097
7972,7972,7188
7973,7973,7291
7974,7974,7090
7975,7975,7249
7976,7976,7367
7977,7977,5946
7978,7978,5774
7979,7979,6018
7980,7980,5830
7981,7981,5796
7982,7982,6029
7983,7983,5753
7984,7984,5977
7985,7985,5892
7986,7986,5843
7987,7987,5914
7988,7988,5929
7989,7989,5752
7990,7990,5804
7991,7991,5901
7992,7992,5969
7993,7993,5907
7994,7994,5911
7995,7995,6023
7996,7996,6053
7997,7997,5833
7998,7998,6019
7999,7999,5895
8000,8000,5775
8001,8001,6029
8002,8002,5781
8003,8003,5766
8004,8004,5955
8005,8005,5753
8006,8006,5933
8007,8007,5772
8008,8008,6055
8009,8009,5778
8010,8010,5810
8011,8011,5985
8012,8012,5788
8013,8013,5888
8014,8014,5986
8015,8015,5986
8016,8016,5817
8017,8017,5903
8018,8018,5804
8019,8019,5995
8020,8020,5925
8021,8021,5847
8022,8022,5962
8023,8023,6024
8024,8024,5954
8025,8025,5758
8026,8026,5998
8027,8027,5799
8028,8028,5842
8029,8029,5861
8030,8030,5838
8031,8031,5933
8032,8032,5894
8033,8033,5839
8034,8034,5914
8035,8035,6042
8036,8036,5890
8037,8037,5900
8038,8038,6054
8039,8039,6021
8040,8040,5986
8041,8041,5966
8042,8042,5839
8043,8043,6005
8044,8044,5817
8045,8045,5956
8046,8046,5986
8047,8047,6049
8048,8048,5944
8049,8049,5864
8050,8050,5786
8051,8051,5752
8052,8052,5780
8053,8053,5903
8054,8054,5755
8055,8055,5842
8056,8056,5921
8057,8057,5938
8058,8058,5799
8059,8059,5744
8060,8060,5986
8061,8061,5826
8062,8062,5852
8063,8063,6038
8064,8064,6019
8065,8065,5875
8066,8066,5782
8067,8067,5752
8068,8068,5956
8069,8069,5837
8070,8070,5955
8071,8071,5944
8072,8072,5970
8073,8073,5739
8074,8074,5756
8075,8075,5829
8076,8076,5799
8077,8077,5958
8078,8078,5906
8079,8079,5903
8080,8080,6019
8081,8081,5818
8082,8082,5842
8083,8083,5886
8084,8084,5781
8085,8085,5952
8086,8086,6027
8087,8087,6017
8088,8088,5821
8089,8089,6032
8090,8090,5811
8091,8091,5794
8092,8092,5763
8093,8093,5787
8094,8094,6026
8095,8095,5795
8096,8096,5799
8097,8097,5779
8098,8098,5773
8099,8099,5986
8100,8100,6054
8101,8101,5919
8102,8102,5881
8103,8103,5817
8104,8104,5900
8105,8105,5760
8106,8106,5980
8107,8107,5904
8108,8108,5765
8109,8109,5941
8110,8110,5977
8111,8111,5797
8112,8112,5891
8113,8113,5830
8114,8114,5982
8115,8115,5967
8116,8116,5751
8117,8117,5753
8118,8118,5968
8119,8119,5870
8120,8120,5985
8121,8121,5994
8122,8122,5800
8123,8123,6035
8124,8124,5893
8125,8125,6016
8126,8126,5916
8127,8127,6001
8128,8128,5958
8129,8129,5922
8130,8130,5927
8131,8131,5815
8132,8132,5978
8133,8133,5747
8134,8134,5788
8135,8135,5950
8136,8136,6030
8137,8137,5809
8138,8138,5808
8139,8139,5775
8140,8140,5794
8141,8141,5805
8142,8142,5864
8143,8143,5897
8144,8144,6054
8145,8145,5967
8146,8146,6022
8147,8147,5985
8148,8148,5994
8149,8149,5985
8150,8150,5952
8151,8151,5991
8152,8152,5843
8153,8153,5953
8154,8154,5888
8155,8155,5868
8156,8156,6010
8157,8157,5856
8158,8158,5860
8159,8159,5776
8160,8160,5809
8161,8161,5811
8162,8162,5757
8163,8163,5897
8164,8164,6040
8165,8165,5931
8166,8166,6040
8167,8167,5843
8168,8168,5956
8169,8169,5979
8170,8170,5977
8171,8171,5860
8172,8172,6035
8173,8173,6043
8174,8174,5760
8175,8175,5863
8176,8176,5896
8177,8177,5905
8178,8178,5979
8179,8179,5956
8180,8180,5946
8181,8181,5903
8182,8182,5833
8183,8183,5737
8184,8184,5821
8185,8185,5822
8186,8186,5743
8187,8187,5982
8188,8188,6002
8189,8189,5828
8190,8190,6034
8191,8191,5856
8192,8192,5827
8193,8193,5951
8194,8194,5816
8195,8195,5859
8196,8196,6031
8197,8197,5983
8198,8198,5932
8199,8199,5860
8200,8200,6015
8201,8201,5792
8202,8202,5803
8203,8203,5860
8204,8204,5869
8205,8205,5971
8206,8206,5908
8207,8207,5828
8208,8208,6048
8209,8209,6039
8210,8210,6056
8211,8211,5772
8212,8212,5891
8213,8213,6039
8214,8214,5991
8215,8215,5993
8216,8216,5865
8217,8217,5851
8218,8218,5937
8219,8219,5776
8220,8220,6022
8221,8221,5809
8222,8222,5873
8223,8223,5903
8224,8224,5945
8225,8225,5939
8226,8226,5986
8227,8227,5842
8228,8228,5891
8229,8229,5916
8230,8230,5771
8231,8231,5849
8232,8232,5859
8233,8233,5765
8234,8234,5982
8235,8235,6033
8236,8236,6021
8237,8237,5751
8238,8238,5793
8239,8239,5793
8240,8240,5771
8241,8241,5777
8242,8242,5833
8243,8243,6004
8244,8244,5893
8245,8245,5898
8246,8246,5748
8247,8247,6030
8248,8248,6005
8249,8249,5934
8250,8250,5848
8251,8251,5888
8252,8252,5908
8253,8253,6020
8254,8254,5866
8255,8255,5922
8256,8256,5752
8257,8257,5884
8258,8258,6030
8259,8259,5959
8260,8260,5887
8261,8261,5900
8262,8262,5785
8263,8263,5878
8264,8264,5978
8265,8265,6054
8266,8266,5888
8267,8267,5893
8268,8268,5853
8269,8269,5862
8270,8270,5842
8271,8271,5868
8272,8272,6055
8273,8273,5838
8274,8274,5878
8275,8275,5930
8276,8276,5773
8277,8277,5901
8278,8278,5740
8279,8279,5775
8280,8280,5857
8281,8281,6044
8282,8282,8137
8283,8283,8180
8284,8284,8311
8285,8285,8297
8286,8286,8132
8287,8287,8093
8288,8288,8313
8289,8289,8080
8290,8290,8267
8291,8291,8272
8292,8292,8212
8293,8293,8083
8294,8294,8353
8295,8295,8123
8296,8296,8218
8297,8297,8351
8298,8298,8226
8299,8299,8187
8300,8300,8102
8301,8301,8308
8302,8302,8146
8303,8303,8159
8304,8304,8268
8305,8305,8197
8306,8306,8091
8307,8307,8249
8308,8308,8298
8309,8309,8273
8310,8310,8121
8311,8311,8218
8312,8312,8100
8313,8313,8292
8314,8314,8282
8315,8315,8206
8316,8316,8247
8317,8317,8106
8318,8318,8109
8319,8319,8230
8320,8320,8260
8321,8321,8101
8322,8322,8204
8323,8323,8085
8324,8324,8347
8325,8325,8227
8326,8326,8304
8327,8327,8265
8328,8328,8146
8329,8329,8327
8330,8330,8203
8331,8331,8172
8332,8332,8232
8333,8333,8123
8334,8334,8326
8335,8335,8280
8336,8336,8121
8337,8337,8117
8338,8338,8295
8339,8339,8349
8340,8340,8298
8341,8341,8260
8342,8342,8162
8343,8343,8272
8344,8344,8174
8345,8345,8204
8346,8346,8259
8347,8347,8339
8348,8348,8218
8349,8349,8312
8350,8350,8268
8351,8351,8130
8352,8352,8326
8353,8353,8108
8354,8354,8250
8355,8355,8204
8356,8356,8186
8357,8357,8214
8358,8358,8283
8359,8359,8235
8360,8360,8270
8361,8361,8082
8362,8362,8217
8363,8363,8093
8364,8364,8118
8365,8365,8223
8366,8366,8288
8367,8367,8088
8368,8368,8145
8369,8369,8200
8370,8370,8086
8371,8371,8206
8372,8372,8217
8373,8373,8215
8374,8374,8233
8375,8375,8103
8376,8376,8138
8377,8377,8199
8378,8378,8212
8379,8379,8167
8380,8380,8329
8381,8381,8209
8382,8382,8254
8383,8383,8321
8384,8384,8342
8385,8385,8226
8386,8386,8327
8387,8387,8333
8388,8388,8108
8389,8389,8184
8390,8390,8157
8391,8391,8343
8392,8392,8236
8393,8393,8081
8394,8394,8109
8395,8395,8150
8396,8396,8300
