,Officer_Code,ApptType_Code,Facility_Type,FacilityType,Time,Officer
1460,E01,VCTNegative,District_Hospital,Dispensary,0.0,DCSA
1461,D01,VCTNegative,District_Hospital,Dispensary,0.0,Dental Officer
1462,D02,VCTNegative,District_Hospital,Dispensary,0.0,Dental Therapist
1463,D03,VCTNegative,District_Hospital,Dispensary,0.0,Dental Assistant
1464,C01,VCTNegative,District_Hospital,Dispensary,0.0,Mental Health Staff
1465,T01,VCTNegative,District_Hospital,Dispensary,0.0,Nutrition Staff
1466,R01,VCTNegative,District_Hospital,Dispensary,0.0,Radiographer
1467,R02,VCTNegative,District_Hospital,Dispensary,0.0,Radiography Technician
1468,R03,VCTNegative,District_Hospital,Dispensary,0.0,Sonographer
1469,R04,VCTNegative,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1470,M01,VCTPositive,District_Hospital,Dispensary,0.0,Medical officer
1471,M02,VCTPositive,District_Hospital,Dispensary,0.0,Clinical Officer
1472,N01,VCTPositive,District_Hospital,Dispensary,0.0,Nurse Officer
1473,N02,VCTPositive,District_Hospital,Dispensary,31.5,Md Wife Tech
1474,M03,VCTPositive,District_Hospital,Dispensary,0.0,Med. Assistant
1475,P01,VCTPositive,District_Hospital,Dispensary,0.0,Pharmacist
1476,P02,VCTPositive,District_Hospital,Dispensary,0.0,Pharm Technician
1477,P03,VCTPositive,District_Hospital,Dispensary,0.0,Pharm Assist
1478,L01,VCTPositive,District_Hospital,Dispensary,0.0,Lab Officer
1479,L02,VCTPositive,District_Hospital,Dispensary,0.0,Lab Technocian
1480,L03,VCTPositive,District_Hospital,Dispensary,0.0,Lab Assist
1481,E01,VCTPositive,District_Hospital,Dispensary,0.0,DCSA
1482,D01,VCTPositive,District_Hospital,Dispensary,0.0,Dental Officer
1483,D02,VCTPositive,District_Hospital,Dispensary,0.0,Dental Therapist
1484,D03,VCTPositive,District_Hospital,Dispensary,0.0,Dental Assistant
1485,C01,VCTPositive,District_Hospital,Dispensary,0.0,Mental Health Staff
1486,T01,VCTPositive,District_Hospital,Dispensary,0.0,Nutrition Staff
1487,R01,VCTPositive,District_Hospital,Dispensary,0.0,Radiographer
1488,R02,VCTPositive,District_Hospital,Dispensary,0.0,Radiography Technician
1489,R03,VCTPositive,District_Hospital,Dispensary,0.0,Sonographer
1490,R04,VCTPositive,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1491,M01,MaleCirc,District_Hospital,Dispensary,0.0,Medical officer
1492,M02,MaleCirc,District_Hospital,Dispensary,20.0,Clinical Officer
1493,N01,MaleCirc,District_Hospital,Dispensary,0.0,Nurse Officer
1494,N02,MaleCirc,District_Hospital,Dispensary,20.0,Md Wife Tech
1495,M03,MaleCirc,District_Hospital,Dispensary,0.0,Med. Assistant
1496,P01,MaleCirc,District_Hospital,Dispensary,0.0,Pharmacist
1497,P02,MaleCirc,District_Hospital,Dispensary,0.0,Pharm Technician
1498,P03,MaleCirc,District_Hospital,Dispensary,0.0,Pharm Assist
1499,L01,MaleCirc,District_Hospital,Dispensary,0.0,Lab Officer
1500,L02,MaleCirc,District_Hospital,Dispensary,0.0,Lab Technocian
1501,L03,MaleCirc,District_Hospital,Dispensary,0.0,Lab Assist
1502,E01,MaleCirc,District_Hospital,Dispensary,0.0,DCSA
1503,D01,MaleCirc,District_Hospital,Dispensary,0.0,Dental Officer
1504,D02,MaleCirc,District_Hospital,Dispensary,0.0,Dental Therapist
1505,D03,MaleCirc,District_Hospital,Dispensary,0.0,Dental Assistant
1506,C01,MaleCirc,District_Hospital,Dispensary,0.0,Mental Health Staff
1507,T01,MaleCirc,District_Hospital,Dispensary,0.0,Nutrition Staff
1508,R01,MaleCirc,District_Hospital,Dispensary,0.0,Radiographer
1509,R02,MaleCirc,District_Hospital,Dispensary,0.0,Radiography Technician
1510,R03,MaleCirc,District_Hospital,Dispensary,0.0,Sonographer
1511,R04,MaleCirc,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1512,M01,NewAdult,District_Hospital,Dispensary,0.0,Medical officer
1513,M02,NewAdult,District_Hospital,Dispensary,6.0,Clinical Officer
1514,N01,NewAdult,District_Hospital,Dispensary,5.0,Nurse Officer
1515,N02,NewAdult,District_Hospital,Dispensary,5.0,Md Wife Tech
1516,M03,NewAdult,District_Hospital,Dispensary,3.75,Med. Assistant
1517,P01,NewAdult,District_Hospital,Dispensary,0.0,Pharmacist
1518,P02,NewAdult,District_Hospital,Dispensary,1.0,Pharm Technician
1519,P03,NewAdult,District_Hospital,Dispensary,1.0,Pharm Assist
1520,L01,NewAdult,District_Hospital,Dispensary,0.0,Lab Officer
1521,L02,NewAdult,District_Hospital,Dispensary,0.0,Lab Technocian
1522,L03,NewAdult,District_Hospital,Dispensary,0.0,Lab Assist
1523,E01,NewAdult,District_Hospital,Dispensary,0.0,DCSA
1524,D01,NewAdult,District_Hospital,Dispensary,0.0,Dental Officer
1525,D02,NewAdult,District_Hospital,Dispensary,0.0,Dental Therapist
1526,D03,NewAdult,District_Hospital,Dispensary,0.0,Dental Assistant
1527,C01,NewAdult,District_Hospital,Dispensary,0.0,Mental Health Staff
1528,T01,NewAdult,District_Hospital,Dispensary,0.0,Nutrition Staff
1529,R01,NewAdult,District_Hospital,Dispensary,0.0,Radiographer
1530,R02,NewAdult,District_Hospital,Dispensary,0.0,Radiography Technician
1531,R03,NewAdult,District_Hospital,Dispensary,0.0,Sonographer
1532,R04,NewAdult,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1533,M01,EstMedCom,District_Hospital,Dispensary,0.0,Medical officer
1534,M02,EstMedCom,District_Hospital,Dispensary,4.5,Clinical Officer
1535,N01,EstMedCom,District_Hospital,Dispensary,0.0,Nurse Officer
1536,N02,EstMedCom,District_Hospital,Dispensary,6.0,Md Wife Tech
1537,M03,EstMedCom,District_Hospital,Dispensary,7.5,Med. Assistant
1538,P01,EstMedCom,District_Hospital,Dispensary,0.0,Pharmacist
1539,P02,EstMedCom,District_Hospital,Dispensary,0.75,Pharm Technician
1540,P03,EstMedCom,District_Hospital,Dispensary,0.75,Pharm Assist
1541,L01,EstMedCom,District_Hospital,Dispensary,0.0,Lab Officer
1542,L02,EstMedCom,District_Hospital,Dispensary,0.0,Lab Technocian
1543,L03,EstMedCom,District_Hospital,Dispensary,0.0,Lab Assist
1544,E01,EstMedCom,District_Hospital,Dispensary,0.0,DCSA
1545,D01,EstMedCom,District_Hospital,Dispensary,0.0,Dental Officer
1546,D02,EstMedCom,District_Hospital,Dispensary,0.0,Dental Therapist
1547,D03,EstMedCom,District_Hospital,Dispensary,0.0,Dental Assistant
1548,C01,EstMedCom,District_Hospital,Dispensary,0.0,Mental Health Staff
1549,T01,EstMedCom,District_Hospital,Dispensary,0.0,Nutrition Staff
1550,R01,EstMedCom,District_Hospital,Dispensary,0.0,Radiographer
1551,R02,EstMedCom,District_Hospital,Dispensary,0.0,Radiography Technician
1552,R03,EstMedCom,District_Hospital,Dispensary,0.0,Sonographer
1553,R04,EstMedCom,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1554,M01,EstNonCom,District_Hospital,Dispensary,0.0,Medical officer
1555,M02,EstNonCom,District_Hospital,Dispensary,2.5,Clinical Officer
1556,N01,EstNonCom,District_Hospital,Dispensary,0.0,Nurse Officer
1557,N02,EstNonCom,District_Hospital,Dispensary,5.0,Md Wife Tech
1558,M03,EstNonCom,District_Hospital,Dispensary,2.5,Med. Assistant
1559,P01,EstNonCom,District_Hospital,Dispensary,0.0,Pharmacist
1560,P02,EstNonCom,District_Hospital,Dispensary,0.75,Pharm Technician
1561,P03,EstNonCom,District_Hospital,Dispensary,0.75,Pharm Assist
1562,L01,EstNonCom,District_Hospital,Dispensary,0.0,Lab Officer
1563,L02,EstNonCom,District_Hospital,Dispensary,0.0,Lab Technocian
1564,L03,EstNonCom,District_Hospital,Dispensary,0.0,Lab Assist
1565,E01,EstNonCom,District_Hospital,Dispensary,0.0,DCSA
1566,D01,EstNonCom,District_Hospital,Dispensary,0.0,Dental Officer
1567,D02,EstNonCom,District_Hospital,Dispensary,0.0,Dental Therapist
1568,D03,EstNonCom,District_Hospital,Dispensary,0.0,Dental Assistant
1569,C01,EstNonCom,District_Hospital,Dispensary,0.0,Mental Health Staff
1570,T01,EstNonCom,District_Hospital,Dispensary,0.0,Nutrition Staff
1571,R01,EstNonCom,District_Hospital,Dispensary,0.0,Radiographer
1572,R02,EstNonCom,District_Hospital,Dispensary,0.0,Radiography Technician
1573,R03,EstNonCom,District_Hospital,Dispensary,0.0,Sonographer
1574,R04,EstNonCom,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1575,M01,PMTCT,District_Hospital,Dispensary,,Medical officer
1576,M02,PMTCT,District_Hospital,Dispensary,3.0,Clinical Officer
1577,N01,PMTCT,District_Hospital,Dispensary,0.0,Nurse Officer
1578,N02,PMTCT,District_Hospital,Dispensary,20.0,Md Wife Tech
1579,M03,PMTCT,District_Hospital,Dispensary,3.0,Med. Assistant
1580,P01,PMTCT,District_Hospital,Dispensary,0.0,Pharmacist
1581,P02,PMTCT,District_Hospital,Dispensary,1.0,Pharm Technician
1582,P03,PMTCT,District_Hospital,Dispensary,1.0,Pharm Assist
1583,L01,PMTCT,District_Hospital,Dispensary,0.0,Lab Officer
1584,L02,PMTCT,District_Hospital,Dispensary,0.0,Lab Technocian
1585,L03,PMTCT,District_Hospital,Dispensary,0.0,Lab Assist
1586,E01,PMTCT,District_Hospital,Dispensary,0.0,DCSA
1587,D01,PMTCT,District_Hospital,Dispensary,0.0,Dental Officer
1588,D02,PMTCT,District_Hospital,Dispensary,0.0,Dental Therapist
1589,D03,PMTCT,District_Hospital,Dispensary,0.0,Dental Assistant
1590,C01,PMTCT,District_Hospital,Dispensary,0.0,Mental Health Staff
1591,T01,PMTCT,District_Hospital,Dispensary,0.0,Nutrition Staff
1592,R01,PMTCT,District_Hospital,Dispensary,0.0,Radiographer
1593,R02,PMTCT,District_Hospital,Dispensary,0.0,Radiography Technician
1594,R03,PMTCT,District_Hospital,Dispensary,0.0,Sonographer
1595,R04,PMTCT,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1596,M01,Peds,District_Hospital,Dispensary,0.0,Medical officer
1597,M02,Peds,District_Hospital,Dispensary,12.0,Clinical Officer
1598,N01,Peds,District_Hospital,Dispensary,6.0,Nurse Officer
1599,N02,Peds,District_Hospital,Dispensary,0.0,Md Wife Tech
1600,M03,Peds,District_Hospital,Dispensary,3.0,Med. Assistant
1601,P01,Peds,District_Hospital,Dispensary,0.0,Pharmacist
1602,P02,Peds,District_Hospital,Dispensary,1.0,Pharm Technician
1603,P03,Peds,District_Hospital,Dispensary,1.0,Pharm Assist
1604,L01,Peds,District_Hospital,Dispensary,0.0,Lab Officer
1605,L02,Peds,District_Hospital,Dispensary,0.0,Lab Technocian
1606,L03,Peds,District_Hospital,Dispensary,0.0,Lab Assist
1607,E01,Peds,District_Hospital,Dispensary,0.0,DCSA
1608,D01,Peds,District_Hospital,Dispensary,0.0,Dental Officer
1609,D02,Peds,District_Hospital,Dispensary,0.0,Dental Therapist
1610,D03,Peds,District_Hospital,Dispensary,0.0,Dental Assistant
1611,C01,Peds,District_Hospital,Dispensary,0.0,Mental Health Staff
1612,T01,Peds,District_Hospital,Dispensary,0.0,Nutrition Staff
1613,R01,Peds,District_Hospital,Dispensary,0.0,Radiographer
1614,R02,Peds,District_Hospital,Dispensary,0.0,Radiography Technician
1615,R03,Peds,District_Hospital,Dispensary,0.0,Sonographer
1616,R04,Peds,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1617,M01,LabHaem,District_Hospital,Dispensary,0.0,Medical officer
1618,M02,LabHaem,District_Hospital,Dispensary,0.0,Clinical Officer
1619,N01,LabHaem,District_Hospital,Dispensary,0.0,Nurse Officer
1620,N02,LabHaem,District_Hospital,Dispensary,0.0,Md Wife Tech
1621,M03,LabHaem,District_Hospital,Dispensary,0.0,Med. Assistant
1622,P01,LabHaem,District_Hospital,Dispensary,0.0,Pharmacist
1623,P02,LabHaem,District_Hospital,Dispensary,0.0,Pharm Technician
1624,P03,LabHaem,District_Hospital,Dispensary,0.0,Pharm Assist
1625,L01,LabHaem,District_Hospital,Dispensary,2.5,Lab Officer
1626,L02,LabHaem,District_Hospital,Dispensary,4.5,Lab Technocian
1627,L03,LabHaem,District_Hospital,Dispensary,4.5,Lab Assist
1628,E01,LabHaem,District_Hospital,Dispensary,0.0,DCSA
1629,D01,LabHaem,District_Hospital,Dispensary,0.0,Dental Officer
1630,D02,LabHaem,District_Hospital,Dispensary,0.0,Dental Therapist
1631,D03,LabHaem,District_Hospital,Dispensary,0.0,Dental Assistant
1632,C01,LabHaem,District_Hospital,Dispensary,0.0,Mental Health Staff
1633,T01,LabHaem,District_Hospital,Dispensary,0.0,Nutrition Staff
1634,R01,LabHaem,District_Hospital,Dispensary,0.0,Radiographer
1635,R02,LabHaem,District_Hospital,Dispensary,0.0,Radiography Technician
1636,R03,LabHaem,District_Hospital,Dispensary,0.0,Sonographer
1637,R04,LabHaem,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1638,M01,LabPOC,District_Hospital,Dispensary,0.0,Medical officer
1639,M02,LabPOC,District_Hospital,Dispensary,0.0,Clinical Officer
1640,N01,LabPOC,District_Hospital,Dispensary,0.0,Nurse Officer
1641,N02,LabPOC,District_Hospital,Dispensary,0.0,Md Wife Tech
1642,M03,LabPOC,District_Hospital,Dispensary,0.0,Med. Assistant
1643,P01,LabPOC,District_Hospital,Dispensary,0.0,Pharmacist
1644,P02,LabPOC,District_Hospital,Dispensary,0.0,Pharm Technician
1645,P03,LabPOC,District_Hospital,Dispensary,0.0,Pharm Assist
1646,L01,LabPOC,District_Hospital,Dispensary,0.0,Lab Officer
1647,L02,LabPOC,District_Hospital,Dispensary,5.0,Lab Technocian
1648,L03,LabPOC,District_Hospital,Dispensary,5.0,Lab Assist
1649,E01,LabPOC,District_Hospital,Dispensary,0.0,DCSA
1650,D01,LabPOC,District_Hospital,Dispensary,0.0,Dental Officer
1651,D02,LabPOC,District_Hospital,Dispensary,0.0,Dental Therapist
1652,D03,LabPOC,District_Hospital,Dispensary,0.0,Dental Assistant
1653,C01,LabPOC,District_Hospital,Dispensary,0.0,Mental Health Staff
1654,T01,LabPOC,District_Hospital,Dispensary,0.0,Nutrition Staff
1655,R01,LabPOC,District_Hospital,Dispensary,0.0,Radiographer
1656,R02,LabPOC,District_Hospital,Dispensary,0.0,Radiography Technician
1657,R03,LabPOC,District_Hospital,Dispensary,0.0,Sonographer
1658,R04,LabPOC,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1659,M01,LabParasit,District_Hospital,Dispensary,0.0,Medical officer
1660,M02,LabParasit,District_Hospital,Dispensary,0.0,Clinical Officer
1661,N01,LabParasit,District_Hospital,Dispensary,0.0,Nurse Officer
1662,N02,LabParasit,District_Hospital,Dispensary,0.0,Md Wife Tech
1663,M03,LabParasit,District_Hospital,Dispensary,0.0,Med. Assistant
1664,P01,LabParasit,District_Hospital,Dispensary,0.0,Pharmacist
1665,P02,LabParasit,District_Hospital,Dispensary,0.0,Pharm Technician
1666,P03,LabParasit,District_Hospital,Dispensary,0.0,Pharm Assist
1667,L01,LabParasit,District_Hospital,Dispensary,3.75,Lab Officer
1668,L02,LabParasit,District_Hospital,Dispensary,6.75,Lab Technocian
1669,L03,LabParasit,District_Hospital,Dispensary,6.75,Lab Assist
1670,E01,LabParasit,District_Hospital,Dispensary,0.0,DCSA
1671,D01,LabParasit,District_Hospital,Dispensary,0.0,Dental Officer
1672,D02,LabParasit,District_Hospital,Dispensary,0.0,Dental Therapist
1673,D03,LabParasit,District_Hospital,Dispensary,0.0,Dental Assistant
1674,C01,LabParasit,District_Hospital,Dispensary,0.0,Mental Health Staff
1675,T01,LabParasit,District_Hospital,Dispensary,0.0,Nutrition Staff
1676,R01,LabParasit,District_Hospital,Dispensary,0.0,Radiographer
1677,R02,LabParasit,District_Hospital,Dispensary,0.0,Radiography Technician
1678,R03,LabParasit,District_Hospital,Dispensary,0.0,Sonographer
1679,R04,LabParasit,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1680,M01,LabBiochem,District_Hospital,Dispensary,0.0,Medical officer
1681,M02,LabBiochem,District_Hospital,Dispensary,0.0,Clinical Officer
1682,N01,LabBiochem,District_Hospital,Dispensary,0.0,Nurse Officer
1683,N02,LabBiochem,District_Hospital,Dispensary,0.0,Md Wife Tech
1684,M03,LabBiochem,District_Hospital,Dispensary,0.0,Med. Assistant
1685,P01,LabBiochem,District_Hospital,Dispensary,0.0,Pharmacist
1686,P02,LabBiochem,District_Hospital,Dispensary,0.0,Pharm Technician
1687,P03,LabBiochem,District_Hospital,Dispensary,0.0,Pharm Assist
1688,L01,LabBiochem,District_Hospital,Dispensary,2.5,Lab Officer
1689,L02,LabBiochem,District_Hospital,Dispensary,4.5,Lab Technocian
1690,L03,LabBiochem,District_Hospital,Dispensary,4.5,Lab Assist
1691,E01,LabBiochem,District_Hospital,Dispensary,0.0,DCSA
1692,D01,LabBiochem,District_Hospital,Dispensary,0.0,Dental Officer
1693,D02,LabBiochem,District_Hospital,Dispensary,0.0,Dental Therapist
1694,D03,LabBiochem,District_Hospital,Dispensary,0.0,Dental Assistant
1695,C01,LabBiochem,District_Hospital,Dispensary,0.0,Mental Health Staff
1696,T01,LabBiochem,District_Hospital,Dispensary,0.0,Nutrition Staff
1697,R01,LabBiochem,District_Hospital,Dispensary,0.0,Radiographer
1698,R02,LabBiochem,District_Hospital,Dispensary,0.0,Radiography Technician
1699,R03,LabBiochem,District_Hospital,Dispensary,0.0,Sonographer
1700,R04,LabBiochem,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1701,M01,LabMicrobio,District_Hospital,Dispensary,0.0,Medical officer
1702,M02,LabMicrobio,District_Hospital,Dispensary,0.0,Clinical Officer
1703,N01,LabMicrobio,District_Hospital,Dispensary,0.0,Nurse Officer
1704,N02,LabMicrobio,District_Hospital,Dispensary,0.0,Md Wife Tech
1705,M03,LabMicrobio,District_Hospital,Dispensary,0.0,Med. Assistant
1706,P01,LabMicrobio,District_Hospital,Dispensary,0.0,Pharmacist
1707,P02,LabMicrobio,District_Hospital,Dispensary,0.0,Pharm Technician
1708,P03,LabMicrobio,District_Hospital,Dispensary,0.0,Pharm Assist
1709,L01,LabMicrobio,District_Hospital,Dispensary,3.75,Lab Officer
1710,L02,LabMicrobio,District_Hospital,Dispensary,6.75,Lab Technocian
1711,L03,LabMicrobio,District_Hospital,Dispensary,6.75,Lab Assist
1712,E01,LabMicrobio,District_Hospital,Dispensary,0.0,DCSA
1713,D01,LabMicrobio,District_Hospital,Dispensary,0.0,Dental Officer
1714,D02,LabMicrobio,District_Hospital,Dispensary,0.0,Dental Therapist
1715,D03,LabMicrobio,District_Hospital,Dispensary,0.0,Dental Assistant
1716,C01,LabMicrobio,District_Hospital,Dispensary,0.0,Mental Health Staff
1717,T01,LabMicrobio,District_Hospital,Dispensary,0.0,Nutrition Staff
1718,R01,LabMicrobio,District_Hospital,Dispensary,0.0,Radiographer
1719,R02,LabMicrobio,District_Hospital,Dispensary,0.0,Radiography Technician
1720,R03,LabMicrobio,District_Hospital,Dispensary,0.0,Sonographer
1721,R04,LabMicrobio,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1722,M01,LabMolec,District_Hospital,Dispensary,0.0,Medical officer
1723,M02,LabMolec,District_Hospital,Dispensary,0.0,Clinical Officer
1724,N01,LabMolec,District_Hospital,Dispensary,0.0,Nurse Officer
1725,N02,LabMolec,District_Hospital,Dispensary,0.0,Md Wife Tech
1726,M03,LabMolec,District_Hospital,Dispensary,0.0,Med. Assistant
1727,P01,LabMolec,District_Hospital,Dispensary,0.0,Pharmacist
1728,P02,LabMolec,District_Hospital,Dispensary,0.0,Pharm Technician
1729,P03,LabMolec,District_Hospital,Dispensary,0.0,Pharm Assist
1730,L01,LabMolec,District_Hospital,Dispensary,0.0,Lab Officer
1731,L02,LabMolec,District_Hospital,Dispensary,0.0,Lab Technocian
1732,L03,LabMolec,District_Hospital,Dispensary,0.0,Lab Assist
1733,E01,LabMolec,District_Hospital,Dispensary,0.0,DCSA
1734,D01,LabMolec,District_Hospital,Dispensary,0.0,Dental Officer
1735,D02,LabMolec,District_Hospital,Dispensary,0.0,Dental Therapist
1736,D03,LabMolec,District_Hospital,Dispensary,0.0,Dental Assistant
1737,C01,LabMolec,District_Hospital,Dispensary,0.0,Mental Health Staff
1738,T01,LabMolec,District_Hospital,Dispensary,0.0,Nutrition Staff
1739,R01,LabMolec,District_Hospital,Dispensary,0.0,Radiographer
1740,R02,LabMolec,District_Hospital,Dispensary,0.0,Radiography Technician
1741,R03,LabMolec,District_Hospital,Dispensary,0.0,Sonographer
1742,R04,LabMolec,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1743,M01,LabTBMicro,District_Hospital,Dispensary,0.0,Medical officer
1744,M02,LabTBMicro,District_Hospital,Dispensary,0.0,Clinical Officer
1745,N01,LabTBMicro,District_Hospital,Dispensary,0.0,Nurse Officer
1746,N02,LabTBMicro,District_Hospital,Dispensary,0.0,Md Wife Tech
1747,M03,LabTBMicro,District_Hospital,Dispensary,0.0,Med. Assistant
1748,P01,LabTBMicro,District_Hospital,Dispensary,0.0,Pharmacist
1749,P02,LabTBMicro,District_Hospital,Dispensary,0.0,Pharm Technician
1750,P03,LabTBMicro,District_Hospital,Dispensary,0.0,Pharm Assist
1751,L01,LabTBMicro,District_Hospital,Dispensary,5.0,Lab Officer
1752,L02,LabTBMicro,District_Hospital,Dispensary,7.0,Lab Technocian
1753,L03,LabTBMicro,District_Hospital,Dispensary,12.0,Lab Assist
1754,E01,LabTBMicro,District_Hospital,Dispensary,0.0,DCSA
1755,D01,LabTBMicro,District_Hospital,Dispensary,0.0,Dental Officer
1756,D02,LabTBMicro,District_Hospital,Dispensary,0.0,Dental Therapist
1757,D03,LabTBMicro,District_Hospital,Dispensary,0.0,Dental Assistant
1758,C01,LabTBMicro,District_Hospital,Dispensary,0.0,Mental Health Staff
1759,T01,LabTBMicro,District_Hospital,Dispensary,0.0,Nutrition Staff
1760,R01,LabTBMicro,District_Hospital,Dispensary,0.0,Radiographer
1761,R02,LabTBMicro,District_Hospital,Dispensary,0.0,Radiography Technician
1762,R03,LabTBMicro,District_Hospital,Dispensary,0.0,Sonographer
1763,R04,LabTBMicro,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1764,M01,LabSero,District_Hospital,Dispensary,0.0,Medical officer
1765,M02,LabSero,District_Hospital,Dispensary,0.0,Clinical Officer
1766,N01,LabSero,District_Hospital,Dispensary,0.0,Nurse Officer
1767,N02,LabSero,District_Hospital,Dispensary,0.0,Md Wife Tech
1768,M03,LabSero,District_Hospital,Dispensary,0.0,Med. Assistant
1769,P01,LabSero,District_Hospital,Dispensary,0.0,Pharmacist
1770,P02,LabSero,District_Hospital,Dispensary,0.0,Pharm Technician
1771,P03,LabSero,District_Hospital,Dispensary,0.0,Pharm Assist
1772,L01,LabSero,District_Hospital,Dispensary,2.5,Lab Officer
1773,L02,LabSero,District_Hospital,Dispensary,5.0,Lab Technocian
1774,L03,LabSero,District_Hospital,Dispensary,5.0,Lab Assist
1775,E01,LabSero,District_Hospital,Dispensary,0.0,DCSA
1776,D01,LabSero,District_Hospital,Dispensary,0.0,Dental Officer
1777,D02,LabSero,District_Hospital,Dispensary,0.0,Dental Therapist
1778,D03,LabSero,District_Hospital,Dispensary,0.0,Dental Assistant
1779,C01,LabSero,District_Hospital,Dispensary,0.0,Mental Health Staff
1780,T01,LabSero,District_Hospital,Dispensary,0.0,Nutrition Staff
1781,R01,LabSero,District_Hospital,Dispensary,0.0,Radiographer
1782,R02,LabSero,District_Hospital,Dispensary,0.0,Radiography Technician
1783,R03,LabSero,District_Hospital,Dispensary,0.0,Sonographer
1784,R04,LabSero,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1785,M01,LabCyto,District_Hospital,Dispensary,0.0,Medical officer
1786,M02,LabCyto,District_Hospital,Dispensary,0.0,Clinical Officer
1787,N01,LabCyto,District_Hospital,Dispensary,0.0,Nurse Officer
1788,N02,LabCyto,District_Hospital,Dispensary,0.0,Md Wife Tech
1789,M03,LabCyto,District_Hospital,Dispensary,0.0,Med. Assistant
1790,P01,LabCyto,District_Hospital,Dispensary,0.0,Pharmacist
1791,P02,LabCyto,District_Hospital,Dispensary,0.0,Pharm Technician
1792,P03,LabCyto,District_Hospital,Dispensary,0.0,Pharm Assist
1793,L01,LabCyto,District_Hospital,Dispensary,0.0,Lab Officer
1794,L02,LabCyto,District_Hospital,Dispensary,0.0,Lab Technocian
1795,L03,LabCyto,District_Hospital,Dispensary,0.0,Lab Assist
1796,E01,LabCyto,District_Hospital,Dispensary,0.0,DCSA
1797,D01,LabCyto,District_Hospital,Dispensary,0.0,Dental Officer
1798,D02,LabCyto,District_Hospital,Dispensary,0.0,Dental Therapist
1799,D03,LabCyto,District_Hospital,Dispensary,0.0,Dental Assistant
1800,C01,LabCyto,District_Hospital,Dispensary,0.0,Mental Health Staff
1801,T01,LabCyto,District_Hospital,Dispensary,0.0,Nutrition Staff
1802,R01,LabCyto,District_Hospital,Dispensary,0.0,Radiographer
1803,R02,LabCyto,District_Hospital,Dispensary,0.0,Radiography Technician
1804,R03,LabCyto,District_Hospital,Dispensary,0.0,Sonographer
1805,R04,LabCyto,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1806,M01,LabHisto,District_Hospital,Dispensary,0.0,Medical officer
1807,M02,LabHisto,District_Hospital,Dispensary,0.0,Clinical Officer
1808,N01,LabHisto,District_Hospital,Dispensary,0.0,Nurse Officer
1809,N02,LabHisto,District_Hospital,Dispensary,0.0,Md Wife Tech
1810,M03,LabHisto,District_Hospital,Dispensary,0.0,Med. Assistant
1811,P01,LabHisto,District_Hospital,Dispensary,0.0,Pharmacist
1812,P02,LabHisto,District_Hospital,Dispensary,0.0,Pharm Technician
1813,P03,LabHisto,District_Hospital,Dispensary,0.0,Pharm Assist
1814,L01,LabHisto,District_Hospital,Dispensary,0.0,Lab Officer
1815,L02,LabHisto,District_Hospital,Dispensary,0.0,Lab Technocian
1816,L03,LabHisto,District_Hospital,Dispensary,0.0,Lab Assist
1817,E01,LabHisto,District_Hospital,Dispensary,0.0,DCSA
1818,D01,LabHisto,District_Hospital,Dispensary,0.0,Dental Officer
1819,D02,LabHisto,District_Hospital,Dispensary,0.0,Dental Therapist
1820,D03,LabHisto,District_Hospital,Dispensary,0.0,Dental Assistant
1821,C01,LabHisto,District_Hospital,Dispensary,0.0,Mental Health Staff
1822,T01,LabHisto,District_Hospital,Dispensary,0.0,Nutrition Staff
1823,R01,LabHisto,District_Hospital,Dispensary,0.0,Radiographer
1824,R02,LabHisto,District_Hospital,Dispensary,0.0,Radiography Technician
1825,R03,LabHisto,District_Hospital,Dispensary,0.0,Sonographer
1826,R04,LabHisto,District_Hospital,Dispensary,0.0,Radiotherapy Technician
1827,M01,LabTrans,District_Hospital,Dispensary,0.0,Medical officer
1828,M02,LabTrans,District_Hospital,Dispensary,0.0,Clinical Officer
1829,N01,LabTrans,District_Hospital,Dispensary,0.0,Nurse Officer
1830,N02,LabTrans,District_Hospital,Dispensary,0.0,Md Wife Tech
1831,M03,LabTrans,District_Hospital,Dispensary,0.0,Med. Assistant
1832,P01,LabTrans,District_Hospital,Dispensary,0.0,Pharmacist
1833,P02,LabTrans,District_Hospital,Dispensary,0.0,Pharm Technician
1834,P03,LabTrans,District_Hospital,Dispensary,0.0,Pharm Assist
1835,L01,LabTrans,District_Hospital,Dispensary,3.75,Lab Officer
1836,L02,LabTrans,District_Hospital,Dispensary,6.75,Lab Technocian
