year,age  ,single_age,sex,art_coverage,prop_coverage
2011,25_29,29        ,M  ,10.7        ,0.107
2011,30_34,30        ,M  ,18.01       ,0.1801
2011,30_34,31        ,M  ,18.01       ,0.1801
2011,30_34,32        ,M  ,18.01       ,0.1801
2011,30_34,33        ,M  ,18.01       ,0.1801
2011,30_34,34        ,M  ,18.01       ,0.1801
2011,35_39,35        ,M  ,26.12       ,0.2612
2011,35_39,36        ,M  ,26.12       ,0.2612
2011,35_39,37        ,M  ,26.12       ,0.2612
2011,35_39,38        ,M  ,26.12       ,0.2612
2011,35_39,39        ,M  ,26.12       ,0.2612
2011,40_44,40        ,M  ,33.05       ,0.3305
2011,40_44,41        ,M  ,33.05       ,0.3305
2011,40_44,42        ,M  ,33.05       ,0.3305
2011,40_44,43        ,M  ,33.05       ,0.3305
2011,40_44,44        ,M  ,33.05       ,0.3305
2011,45_49,45        ,M  ,38.97       ,0.3897
2011,45_49,46        ,M  ,38.97       ,0.3897
2011,45_49,47        ,M  ,38.97       ,0.3897
2011,45_49,48        ,M  ,38.97       ,0.3897
2011,45_49,49        ,M  ,38.97       ,0.3897
2011,50_54,50        ,M  ,45.08       ,0.4508
2011,50_54,51        ,M  ,45.08       ,0.4508
2011,50_54,52        ,M  ,45.08       ,0.4508
2011,50_54,53        ,M  ,45.08       ,0.4508
2011,50_54,54        ,M  ,45.08       ,0.4508
2011,55_59,55        ,M  ,44.99       ,0.4499
2011,55_59,56        ,M  ,44.99       ,0.4499
2011,55_59,57        ,M  ,44.99       ,0.4499
2011,55_59,58        ,M  ,44.99       ,0.4499
2011,55_59,59        ,M  ,44.99       ,0.4499
2011,60_64,60        ,M  ,43.81       ,0.4381
2011,60_64,61        ,M  ,43.81       ,0.4381
2011,60_64,62        ,M  ,43.81       ,0.4381
2011,60_64,63        ,M  ,43.81       ,0.4381
2011,60_64,64        ,M  ,43.81       ,0.4381
2011,65_69,65        ,M  ,43.23       ,0.4323
2011,65_69,66        ,M  ,43.23       ,0.4323
2011,65_69,67        ,M  ,43.23       ,0.4323
2011,65_69,68        ,M  ,43.23       ,0.4323
2011,65_69,69        ,M  ,43.23       ,0.4323
2011,70_74,70        ,M  ,42.96       ,0.4296
2011,70_74,71        ,M  ,42.96       ,0.4296
2011,70_74,72        ,M  ,42.96       ,0.4296
2011,70_74,73        ,M  ,42.96       ,0.4296
2011,70_74,74        ,M  ,42.96       ,0.4296
2011,75_79,75        ,M  ,42.68       ,0.4268
2011,75_79,76        ,M  ,42.68       ,0.4268
2011,75_79,77        ,M  ,42.68       ,0.4268
2011,75_79,78        ,M  ,42.68       ,0.4268
2011,75_79,79        ,M  ,42.68       ,0.4268
2011,80   ,80        ,M  ,47.1        ,0.471
2011,80   ,81        ,M  ,47.1        ,0.471
2011,80   ,82        ,M  ,47.1        ,0.471
2011,80   ,83        ,M  ,47.1        ,0.471
2011,80   ,84        ,M  ,47.1        ,0.471
2011,80   ,85        ,M  ,47.1        ,0.471
2011,80   ,86        ,M  ,47.1        ,0.471
2011,80   ,87        ,M  ,47.1        ,0.471
2011,80   ,88        ,M  ,47.1        ,0.471
2011,80   ,89        ,M  ,47.1        ,0.471
2011,80   ,90        ,M  ,47.1        ,0.471
2011,80   ,91        ,M  ,47.1        ,0.471
2011,80   ,92        ,M  ,47.1        ,0.471
2011,80   ,93        ,M  ,47.1        ,0.471
2011,80   ,94        ,M  ,47.1        ,0.471
2011,80   ,95        ,M  ,47.1        ,0.471
2011,80   ,96        ,M  ,47.1        ,0.471
2011,80   ,97        ,M  ,47.1        ,0.471
2011,80   ,98        ,M  ,47.1        ,0.471
2011,80   ,99        ,M  ,47.1        ,0.471
2011,80   ,100       ,M  ,47.1        ,0.471
2012,0_4  ,0         ,F  ,28.21       ,0.2821
2012,0_4  ,1         ,F  ,28.21       ,0.2821
2012,0_4  ,2         ,F  ,28.21       ,0.2821
2012,0_4  ,3         ,F  ,28.21       ,0.2821
2012,0_4  ,4         ,F  ,28.21       ,0.2821
2012,5_9  ,5         ,F  ,18.87       ,0.1887
2012,5_9  ,6         ,F  ,18.87       ,0.1887
2012,5_9  ,7         ,F  ,18.87       ,0.1887
2012,5_9  ,8         ,F  ,18.87       ,0.1887
2012,5_9  ,9         ,F  ,18.87       ,0.1887
2012,10_14,10        ,F  ,15.03       ,0.1503
2012,10_14,11        ,F  ,15.03       ,0.1503
2012,10_14,12        ,F  ,15.03       ,0.1503
2012,10_14,13        ,F  ,15.03       ,0.1503
2012,10_14,14        ,F  ,15.03       ,0.1503
2012,15_19,15        ,F  ,27.44       ,0.2744
2012,15_19,16        ,F  ,27.44       ,0.2744
2012,15_19,17        ,F  ,27.44       ,0.2744
2012,15_19,18        ,F  ,27.44       ,0.2744
2012,15_19,19        ,F  ,27.44       ,0.2744
2012,20_24,20        ,F  ,21.9        ,0.219
2012,20_24,21        ,F  ,21.9        ,0.219
2012,20_24,22        ,F  ,21.9        ,0.219
2012,20_24,23        ,F  ,21.9        ,0.219
2012,20_24,24        ,F  ,21.9        ,0.219
2012,25_29,25        ,F  ,30.32       ,0.3032
2012,25_29,26        ,F  ,30.32       ,0.3032
2012,25_29,27        ,F  ,30.32       ,0.3032
2012,25_29,28        ,F  ,30.32       ,0.3032
2012,25_29,29        ,F  ,30.32       ,0.3032
2012,30_34,30        ,F  ,40.94       ,0.4094
2012,30_34,31        ,F  ,40.94       ,0.4094
2012,30_34,32        ,F  ,40.94       ,0.4094
2012,30_34,33        ,F  ,40.94       ,0.4094
2012,30_34,34        ,F  ,40.94       ,0.4094
2012,35_39,35        ,F  ,49.55       ,0.4955
2012,35_39,36        ,F  ,49.55       ,0.4955
2012,35_39,37        ,F  ,49.55       ,0.4955
2012,35_39,38        ,F  ,49.55       ,0.4955
2012,35_39,39        ,F  ,49.55       ,0.4955
2012,40_44,40        ,F  ,55.67       ,0.5567
2012,40_44,41        ,F  ,55.67       ,0.5567
2012,40_44,42        ,F  ,55.67       ,0.5567
2012,40_44,43        ,F  ,55.67       ,0.5567
2012,40_44,44        ,F  ,55.67       ,0.5567
2012,45_49,45        ,F  ,60.32       ,0.6032
2012,45_49,46        ,F  ,60.32       ,0.6032
2012,45_49,47        ,F  ,60.32       ,0.6032
2012,45_49,48        ,F  ,60.32       ,0.6032
2012,45_49,49        ,F  ,60.32       ,0.6032
2012,50_54,50        ,F  ,64.8        ,0.648
2012,50_54,51        ,F  ,64.8        ,0.648
2012,50_54,52        ,F  ,64.8        ,0.648
2012,50_54,53        ,F  ,64.8        ,0.648
2012,50_54,54        ,F  ,64.8        ,0.648
2012,55_59,55        ,F  ,64.46       ,0.6446
2012,55_59,56        ,F  ,64.46       ,0.6446
2012,55_59,57        ,F  ,64.46       ,0.6446
2012,55_59,58        ,F  ,64.46       ,0.6446
2012,55_59,59        ,F  ,64.46       ,0.6446
2012,60_64,60        ,F  ,62.97       ,0.6297
2012,60_64,61        ,F  ,62.97       ,0.6297
2012,60_64,62        ,F  ,62.97       ,0.6297
2012,60_64,63        ,F  ,62.97       ,0.6297
2012,60_64,64        ,F  ,62.97       ,0.6297
2012,65_69,65        ,F  ,62.22       ,0.6222
2012,65_69,66        ,F  ,62.22       ,0.6222
2012,65_69,67        ,F  ,62.22       ,0.6222
2012,65_69,68        ,F  ,62.22       ,0.6222
2012,65_69,69        ,F  ,62.22       ,0.6222
2012,70_74,70        ,F  ,61.86       ,0.6186
2012,70_74,71        ,F  ,61.86       ,0.6186
2012,70_74,72        ,F  ,61.86       ,0.6186
2012,70_74,73        ,F  ,61.86       ,0.6186
2012,70_74,74        ,F  ,61.86       ,0.6186
2012,75_79,75        ,F  ,61.54       ,0.6154
2012,75_79,76        ,F  ,61.54       ,0.6154
2012,75_79,77        ,F  ,61.54       ,0.6154
2012,75_79,78        ,F  ,61.54       ,0.6154
2012,75_79,79        ,F  ,61.54       ,0.6154
2012,80   ,80        ,F  ,66.71       ,0.6671
2012,80   ,81        ,F  ,66.71       ,0.6671
2012,80   ,82        ,F  ,66.71       ,0.6671
2012,80   ,83        ,F  ,66.71       ,0.6671
2012,80   ,84        ,F  ,66.71       ,0.6671
2012,80   ,85        ,F  ,66.71       ,0.6671
2012,80   ,86        ,F  ,66.71       ,0.6671
2012,80   ,87        ,F  ,66.71       ,0.6671
2012,80   ,88        ,F  ,66.71       ,0.6671
2012,80   ,89        ,F  ,66.71       ,0.6671
2012,80   ,90        ,F  ,66.71       ,0.6671
2012,80   ,91        ,F  ,66.71       ,0.6671
2012,80   ,92        ,F  ,66.71       ,0.6671
2012,80   ,93        ,F  ,66.71       ,0.6671
2012,80   ,94        ,F  ,66.71       ,0.6671
2012,80   ,95        ,F  ,66.71       ,0.6671
2012,80   ,96        ,F  ,66.71       ,0.6671
2012,80   ,97        ,F  ,66.71       ,0.6671
2012,80   ,98        ,F  ,66.71       ,0.6671
2012,80   ,99        ,F  ,66.71       ,0.6671
2012,80   ,100       ,F  ,66.71       ,0.6671
2012,0_4  ,0         ,M  ,28.64       ,0.2864
2012,0_4  ,1         ,M  ,28.64       ,0.2864
2012,0_4  ,2         ,M  ,28.64       ,0.2864
2012,0_4  ,3         ,M  ,28.64       ,0.2864
2012,0_4  ,4         ,M  ,28.64       ,0.2864
2012,5_9  ,5         ,M  ,18.9        ,0.189
2012,5_9  ,6         ,M  ,18.9        ,0.189
2012,5_9  ,7         ,M  ,18.9        ,0.189
2012,5_9  ,8         ,M  ,18.9        ,0.189
2012,5_9  ,9         ,M  ,18.9        ,0.189
2012,10_14,10        ,M  ,14.62       ,0.1462
2012,10_14,11        ,M  ,14.62       ,0.1462
2012,10_14,12        ,M  ,14.62       ,0.1462
2012,10_14,13        ,M  ,14.62       ,0.1462
2012,10_14,14        ,M  ,14.62       ,0.1462
2012,15_19,15        ,M  ,36.38       ,0.3638
2012,15_19,16        ,M  ,36.38       ,0.3638
2012,15_19,17        ,M  ,36.38       ,0.3638
2012,15_19,18        ,M  ,36.38       ,0.3638
2012,15_19,19        ,M  ,36.38       ,0.3638
2012,20_24,20        ,M  ,15.45       ,0.1545
2012,20_24,21        ,M  ,15.45       ,0.1545
2012,20_24,22        ,M  ,15.45       ,0.1545
2012,20_24,23        ,M  ,15.45       ,0.1545
2012,20_24,24        ,M  ,15.45       ,0.1545
2012,25_29,25        ,M  ,13.69       ,0.1369
2012,25_29,26        ,M  ,13.69       ,0.1369
2012,25_29,27        ,M  ,13.69       ,0.1369
2012,25_29,28        ,M  ,13.69       ,0.1369
2012,25_29,29        ,M  ,13.69       ,0.1369
2012,30_34,30        ,M  ,22.17       ,0.2217
2012,30_34,31        ,M  ,22.17       ,0.2217
2012,30_34,32        ,M  ,22.17       ,0.2217
2012,30_34,33        ,M  ,22.17       ,0.2217
2012,30_34,34        ,M  ,22.17       ,0.2217
2012,35_39,35        ,M  ,31.83       ,0.3183
2012,35_39,36        ,M  ,31.83       ,0.3183
2012,35_39,37        ,M  ,31.83       ,0.3183
2012,35_39,38        ,M  ,31.83       ,0.3183
2012,35_39,39        ,M  ,31.83       ,0.3183
2012,40_44,40        ,M  ,39.93       ,0.3993
2012,40_44,41        ,M  ,39.93       ,0.3993
2012,40_44,42        ,M  ,39.93       ,0.3993
2012,40_44,43        ,M  ,39.93       ,0.3993
2012,40_44,44        ,M  ,39.93       ,0.3993
2012,45_49,45        ,M  ,46.49       ,0.4649
2012,45_49,46        ,M  ,46.49       ,0.4649
2012,45_49,47        ,M  ,46.49       ,0.4649
2012,45_49,48        ,M  ,46.49       ,0.4649
2012,45_49,49        ,M  ,46.49       ,0.4649
2012,50_54,50        ,M  ,52.71       ,0.5271
2012,50_54,51        ,M  ,52.71       ,0.5271
2012,50_54,52        ,M  ,52.71       ,0.5271
2012,50_54,53        ,M  ,52.71       ,0.5271
2012,50_54,54        ,M  ,52.71       ,0.5271
2012,55_59,55        ,M  ,52.98       ,0.5298
2012,55_59,56        ,M  ,52.98       ,0.5298
2012,55_59,57        ,M  ,52.98       ,0.5298
2012,55_59,58        ,M  ,52.98       ,0.5298
2012,55_59,59        ,M  ,52.98       ,0.5298
2012,60_64,60        ,M  ,51.7        ,0.517
2012,60_64,61        ,M  ,51.7        ,0.517
2012,60_64,62        ,M  ,51.7        ,0.517
2012,60_64,63        ,M  ,51.7        ,0.517
2012,60_64,64        ,M  ,51.7        ,0.517
2012,65_69,65        ,M  ,51.02       ,0.5102
2012,65_69,66        ,M  ,51.02       ,0.5102
2012,65_69,67        ,M  ,51.02       ,0.5102
2012,65_69,68        ,M  ,51.02       ,0.5102
2012,65_69,69        ,M  ,51.02       ,0.5102
2012,70_74,70        ,M  ,50.7        ,0.507
2012,70_74,71        ,M  ,50.7        ,0.507
2012,70_74,72        ,M  ,50.7        ,0.507
2012,70_74,73        ,M  ,50.7        ,0.507
2012,70_74,74        ,M  ,50.7        ,0.507
2012,75_79,75        ,M  ,50.4        ,0.504
2012,75_79,76        ,M  ,50.4        ,0.504
2012,75_79,77        ,M  ,50.4        ,0.504
2012,75_79,78        ,M  ,50.4        ,0.504
2012,75_79,79        ,M  ,50.4        ,0.504
2012,80   ,80        ,M  ,54.92       ,0.5492
2012,80   ,81        ,M  ,54.92       ,0.5492
2012,80   ,82        ,M  ,54.92       ,0.5492
2012,80   ,83        ,M  ,54.92       ,0.5492
2012,80   ,84        ,M  ,54.92       ,0.5492
2012,80   ,85        ,M  ,54.92       ,0.5492
2012,80   ,86        ,M  ,54.92       ,0.5492
2012,80   ,87        ,M  ,54.92       ,0.5492
2012,80   ,88        ,M  ,54.92       ,0.5492
2012,80   ,89        ,M  ,54.92       ,0.5492
2012,80   ,90        ,M  ,54.92       ,0.5492
2012,80   ,91        ,M  ,54.92       ,0.5492
2012,80   ,92        ,M  ,54.92       ,0.5492
2012,80   ,93        ,M  ,54.92       ,0.5492
2012,80   ,94        ,M  ,54.92       ,0.5492
2012,80   ,95        ,M  ,54.92       ,0.5492
2012,80   ,96        ,M  ,54.92       ,0.5492
2012,80   ,97        ,M  ,54.92       ,0.5492
2012,80   ,98        ,M  ,54.92       ,0.5492
2012,80   ,99        ,M  ,54.92       ,0.5492
2012,80   ,100       ,M  ,54.92       ,0.5492
2013,0_4  ,0         ,F  ,39.92       ,0.3992
2013,0_4  ,1         ,F  ,39.92       ,0.3992
2013,0_4  ,2         ,F  ,39.92       ,0.3992
2013,0_4  ,3         ,F  ,39.92       ,0.3992
2013,0_4  ,4         ,F  ,39.92       ,0.3992
2013,5_9  ,5         ,F  ,22.34       ,0.2234
2013,5_9  ,6         ,F  ,22.34       ,0.2234
2013,5_9  ,7         ,F  ,22.34       ,0.2234
2013,5_9  ,8         ,F  ,22.34       ,0.2234
2013,5_9  ,9         ,F  ,22.34       ,0.2234
2013,10_14,10        ,F  ,18.78       ,0.1878
2013,10_14,11        ,F  ,18.78       ,0.1878
2013,10_14,12        ,F  ,18.78       ,0.1878
2013,10_14,13        ,F  ,18.78       ,0.1878
2013,10_14,14        ,F  ,18.78       ,0.1878
2013,15_19,15        ,F  ,32.84       ,0.3284
2013,15_19,16        ,F  ,32.84       ,0.3284
2013,15_19,17        ,F  ,32.84       ,0.3284
2013,15_19,18        ,F  ,32.84       ,0.3284
2013,15_19,19        ,F  ,32.84       ,0.3284
2013,20_24,20        ,F  ,28.04       ,0.2804
2013,20_24,21        ,F  ,28.04       ,0.2804
2013,20_24,22        ,F  ,28.04       ,0.2804
2013,20_24,23        ,F  ,28.04       ,0.2804
2013,20_24,24        ,F  ,28.04       ,0.2804
2013,25_29,25        ,F  ,36.59       ,0.3659
2013,25_29,26        ,F  ,36.59       ,0.3659
2013,25_29,27        ,F  ,36.59       ,0.3659
2013,25_29,28        ,F  ,36.59       ,0.3659
2013,25_29,29        ,F  ,36.59       ,0.3659
2013,30_34,30        ,F  ,47.98       ,0.4798
2013,30_34,31        ,F  ,47.98       ,0.4798
2013,30_34,32        ,F  ,47.98       ,0.4798
2013,30_34,33        ,F  ,47.98       ,0.4798
2013,30_34,34        ,F  ,47.98       ,0.4798
2013,35_39,35        ,F  ,57.3        ,0.573
2013,35_39,36        ,F  ,57.3        ,0.573
2013,35_39,37        ,F  ,57.3        ,0.573
2013,35_39,38        ,F  ,57.3        ,0.573
2013,35_39,39        ,F  ,57.3        ,0.573
2013,40_44,40        ,F  ,63.79       ,0.6379
2013,40_44,41        ,F  ,63.79       ,0.6379
2013,40_44,42        ,F  ,63.79       ,0.6379
2013,40_44,43        ,F  ,63.79       ,0.6379
2013,40_44,44        ,F  ,63.79       ,0.6379
2013,45_49,45        ,F  ,68.26       ,0.6826
2013,45_49,46        ,F  ,68.26       ,0.6826
2013,45_49,47        ,F  ,68.26       ,0.6826
2013,45_49,48        ,F  ,68.26       ,0.6826
2013,45_49,49        ,F  ,68.26       ,0.6826
2013,50_54,50        ,F  ,72.1        ,0.721
2013,50_54,51        ,F  ,72.1        ,0.721
2013,50_54,52        ,F  ,72.1        ,0.721
2013,50_54,53        ,F  ,72.1        ,0.721
2013,50_54,54        ,F  ,72.1        ,0.721
2013,55_59,55        ,F  ,72.02       ,0.7202
2013,55_59,56        ,F  ,72.02       ,0.7202
2013,55_59,57        ,F  ,72.02       ,0.7202
2013,55_59,58        ,F  ,72.02       ,0.7202
2013,55_59,59        ,F  ,72.02       ,0.7202
2013,60_64,60        ,F  ,70.58       ,0.7058
2013,60_64,61        ,F  ,70.58       ,0.7058
2013,60_64,62        ,F  ,70.58       ,0.7058
2013,60_64,63        ,F  ,70.58       ,0.7058
2013,60_64,64        ,F  ,70.58       ,0.7058
2013,65_69,65        ,F  ,69.78       ,0.6978
2013,65_69,66        ,F  ,69.78       ,0.6978
2013,65_69,67        ,F  ,69.78       ,0.6978
2013,65_69,68        ,F  ,69.78       ,0.6978
2013,65_69,69        ,F  ,69.78       ,0.6978
2013,70_74,70        ,F  ,69.4        ,0.694
2013,70_74,71        ,F  ,69.4        ,0.694
2013,70_74,72        ,F  ,69.4        ,0.694
2013,70_74,73        ,F  ,69.4        ,0.694
2013,70_74,74        ,F  ,69.4        ,0.694
2013,75_79,75        ,F  ,69.08       ,0.6908
2013,75_79,76        ,F  ,69.08       ,0.6908
2013,75_79,77        ,F  ,69.08       ,0.6908
2013,75_79,78        ,F  ,69.08       ,0.6908
2013,75_79,79        ,F  ,69.08       ,0.6908
2013,80   ,80        ,F  ,73.95       ,0.7395
2013,80   ,81        ,F  ,73.95       ,0.7395
2013,80   ,82        ,F  ,73.95       ,0.7395
2013,80   ,83        ,F  ,73.95       ,0.7395
2013,80   ,84        ,F  ,73.95       ,0.7395
2013,80   ,85        ,F  ,73.95       ,0.7395
2013,80   ,86        ,F  ,73.95       ,0.7395
2013,80   ,87        ,F  ,73.95       ,0.7395
2013,80   ,88        ,F  ,73.95       ,0.7395
2013,80   ,89        ,F  ,73.95       ,0.7395
2013,80   ,90        ,F  ,73.95       ,0.7395
2013,80   ,91        ,F  ,73.95       ,0.7395
2013,80   ,92        ,F  ,73.95       ,0.7395
2013,80   ,93        ,F  ,73.95       ,0.7395
2013,80   ,94        ,F  ,73.95       ,0.7395
2013,80   ,95        ,F  ,73.95       ,0.7395
2013,80   ,96        ,F  ,73.95       ,0.7395
2013,80   ,97        ,F  ,73.95       ,0.7395
2013,80   ,98        ,F  ,73.95       ,0.7395
2013,80   ,99        ,F  ,73.95       ,0.7395
2013,80   ,100       ,F  ,73.95       ,0.7395
2013,0_4  ,0         ,M  ,40.4        ,0.404
2013,0_4  ,1         ,M  ,40.4        ,0.404
2013,0_4  ,2         ,M  ,40.4        ,0.404
2013,0_4  ,3         ,M  ,40.4        ,0.404
2013,0_4  ,4         ,M  ,40.4        ,0.404
2013,5_9  ,5         ,M  ,22.42       ,0.2242
2013,5_9  ,6         ,M  ,22.42       ,0.2242
2013,5_9  ,7         ,M  ,22.42       ,0.2242
2013,5_9  ,8         ,M  ,22.42       ,0.2242
2013,5_9  ,9         ,M  ,22.42       ,0.2242
2013,10_14,10        ,M  ,18.32       ,0.1832
2013,10_14,11        ,M  ,18.32       ,0.1832
2013,10_14,12        ,M  ,18.32       ,0.1832
2013,10_14,13        ,M  ,18.32       ,0.1832
2013,10_14,14        ,M  ,18.32       ,0.1832
2013,15_19,15        ,M  ,41.05       ,0.4105
2013,15_19,16        ,M  ,41.05       ,0.4105
2013,15_19,17        ,M  ,41.05       ,0.4105
2013,15_19,18        ,M  ,41.05       ,0.4105
2013,15_19,19        ,M  ,41.05       ,0.4105
2013,20_24,20        ,M  ,19.82       ,0.1982
2013,20_24,21        ,M  ,19.82       ,0.1982
2013,20_24,22        ,M  ,19.82       ,0.1982
2013,20_24,23        ,M  ,19.82       ,0.1982
2013,20_24,24        ,M  ,19.82       ,0.1982
2013,25_29,25        ,M  ,16.36       ,0.1636
2013,25_29,26        ,M  ,16.36       ,0.1636
2013,25_29,27        ,M  ,16.36       ,0.1636
2013,25_29,28        ,M  ,16.36       ,0.1636
2013,25_29,29        ,M  ,16.36       ,0.1636
2013,30_34,30        ,M  ,25.71       ,0.2571
2013,30_34,31        ,M  ,25.71       ,0.2571
2013,30_34,32        ,M  ,25.71       ,0.2571
2013,30_34,33        ,M  ,25.71       ,0.2571
2013,30_34,34        ,M  ,25.71       ,0.2571
2013,35_39,35        ,M  ,36.74       ,0.3674
2013,35_39,36        ,M  ,36.74       ,0.3674
2013,35_39,37        ,M  ,36.74       ,0.3674
2013,35_39,38        ,M  ,36.74       ,0.3674
2013,35_39,39        ,M  ,36.74       ,0.3674
2013,40_44,40        ,M  ,46          ,0.46
2013,40_44,41        ,M  ,46          ,0.46
2013,40_44,42        ,M  ,46          ,0.46
2013,40_44,43        ,M  ,46          ,0.46
2013,40_44,44        ,M  ,46          ,0.46
2013,45_49,45        ,M  ,53.13       ,0.5313
2013,45_49,46        ,M  ,53.13       ,0.5313
2013,45_49,47        ,M  ,53.13       ,0.5313
2013,45_49,48        ,M  ,53.13       ,0.5313
2013,45_49,49        ,M  ,53.13       ,0.5313
2013,50_54,50        ,M  ,59.34       ,0.5934
2013,50_54,51        ,M  ,59.34       ,0.5934
2013,50_54,52        ,M  ,59.34       ,0.5934
2013,50_54,53        ,M  ,59.34       ,0.5934
2013,50_54,54        ,M  ,59.34       ,0.5934
2013,55_59,55        ,M  ,60.01       ,0.6001
2013,55_59,56        ,M  ,60.01       ,0.6001
2013,55_59,57        ,M  ,60.01       ,0.6001
2013,55_59,58        ,M  ,60.01       ,0.6001
2013,55_59,59        ,M  ,60.01       ,0.6001
2013,60_64,60        ,M  ,58.7        ,0.587
2013,60_64,61        ,M  ,58.7        ,0.587
2013,60_64,62        ,M  ,58.7        ,0.587
2013,60_64,63        ,M  ,58.7        ,0.587
2013,60_64,64        ,M  ,58.7        ,0.587
2013,65_69,65        ,M  ,57.92       ,0.5792
2013,65_69,66        ,M  ,57.92       ,0.5792
2013,65_69,67        ,M  ,57.92       ,0.5792
2013,65_69,68        ,M  ,57.92       ,0.5792
2013,65_69,69        ,M  ,57.92       ,0.5792
2013,70_74,70        ,M  ,57.55       ,0.5755
2013,70_74,71        ,M  ,57.55       ,0.5755
2013,70_74,72        ,M  ,57.55       ,0.5755
2013,70_74,73        ,M  ,57.55       ,0.5755
2013,70_74,74        ,M  ,57.55       ,0.5755
2013,75_79,75        ,M  ,57.24       ,0.5724
2013,75_79,76        ,M  ,57.24       ,0.5724
2013,75_79,77        ,M  ,57.24       ,0.5724
2013,75_79,78        ,M  ,57.24       ,0.5724
2013,75_79,79        ,M  ,57.24       ,0.5724
2013,80   ,80        ,M  ,61.71       ,0.6171
2013,80   ,81        ,M  ,61.71       ,0.6171
2013,80   ,82        ,M  ,61.71       ,0.6171
2013,80   ,83        ,M  ,61.71       ,0.6171
2013,80   ,84        ,M  ,61.71       ,0.6171
2013,80   ,85        ,M  ,61.71       ,0.6171
2013,80   ,86        ,M  ,61.71       ,0.6171
2013,80   ,87        ,M  ,61.71       ,0.6171
2013,80   ,88        ,M  ,61.71       ,0.6171
2013,80   ,89        ,M  ,61.71       ,0.6171
2013,80   ,90        ,M  ,61.71       ,0.6171
2013,80   ,91        ,M  ,61.71       ,0.6171
2013,80   ,92        ,M  ,61.71       ,0.6171
2013,80   ,93        ,M  ,61.71       ,0.6171
2013,80   ,94        ,M  ,61.71       ,0.6171
2013,80   ,95        ,M  ,61.71       ,0.6171
2013,80   ,96        ,M  ,61.71       ,0.6171
2013,80   ,97        ,M  ,61.71       ,0.6171
2013,80   ,98        ,M  ,61.71       ,0.6171
2013,80   ,99        ,M  ,61.71       ,0.6171
2013,80   ,100       ,M  ,61.71       ,0.6171
2014,0_4  ,0         ,F  ,46.47       ,0.4647
2014,0_4  ,1         ,F  ,46.47       ,0.4647
2014,0_4  ,2         ,F  ,46.47       ,0.4647
2014,0_4  ,3         ,F  ,46.47       ,0.4647
2014,0_4  ,4         ,F  ,46.47       ,0.4647
2014,5_9  ,5         ,F  ,28.01       ,0.2801
2014,5_9  ,6         ,F  ,28.01       ,0.2801
2014,5_9  ,7         ,F  ,28.01       ,0.2801
2014,5_9  ,8         ,F  ,28.01       ,0.2801
2014,5_9  ,9         ,F  ,28.01       ,0.2801
2014,10_14,10        ,F  ,22.48       ,0.2248
2014,10_14,11        ,F  ,22.48       ,0.2248
2014,10_14,12        ,F  ,22.48       ,0.2248
2014,10_14,13        ,F  ,22.48       ,0.2248
2014,10_14,14        ,F  ,22.48       ,0.2248
2014,15_19,15        ,F  ,37.81       ,0.3781
2014,15_19,16        ,F  ,37.81       ,0.3781
2014,15_19,17        ,F  ,37.81       ,0.3781
2014,15_19,18        ,F  ,37.81       ,0.3781
2014,15_19,19        ,F  ,37.81       ,0.3781
2014,20_24,20        ,F  ,34.3        ,0.343
2014,20_24,21        ,F  ,34.3        ,0.343
2014,20_24,22        ,F  ,34.3        ,0.343
2014,20_24,23        ,F  ,34.3        ,0.343
2014,20_24,24        ,F  ,34.3        ,0.343
2014,25_29,25        ,F  ,42.77       ,0.4277
2014,25_29,26        ,F  ,42.77       ,0.4277
2014,25_29,27        ,F  ,42.77       ,0.4277
2014,25_29,28        ,F  ,42.77       ,0.4277
2014,25_29,29        ,F  ,42.77       ,0.4277
2014,30_34,30        ,F  ,54.27       ,0.5427
2014,30_34,31        ,F  ,54.27       ,0.5427
2014,30_34,32        ,F  ,54.27       ,0.5427
2014,30_34,33        ,F  ,54.27       ,0.5427
2014,30_34,34        ,F  ,54.27       ,0.5427
2014,35_39,35        ,F  ,63.44       ,0.6344
2014,35_39,36        ,F  ,63.44       ,0.6344
2014,35_39,37        ,F  ,63.44       ,0.6344
2014,35_39,38        ,F  ,63.44       ,0.6344
2014,35_39,39        ,F  ,63.44       ,0.6344
2014,40_44,40        ,F  ,69.83       ,0.6983
2014,40_44,41        ,F  ,69.83       ,0.6983
2014,40_44,42        ,F  ,69.83       ,0.6983
2014,40_44,43        ,F  ,69.83       ,0.6983
2014,40_44,44        ,F  ,69.83       ,0.6983
2014,45_49,45        ,F  ,73.79       ,0.7379
2014,45_49,46        ,F  ,73.79       ,0.7379
2014,45_49,47        ,F  ,73.79       ,0.7379
2014,45_49,48        ,F  ,73.79       ,0.7379
2014,45_49,49        ,F  ,73.79       ,0.7379
2014,50_54,50        ,F  ,76.97       ,0.7697
2014,50_54,51        ,F  ,76.97       ,0.7697
2014,50_54,52        ,F  ,76.97       ,0.7697
2014,50_54,53        ,F  ,76.97       ,0.7697
2014,50_54,54        ,F  ,76.97       ,0.7697
2014,55_59,55        ,F  ,77.16       ,0.7716
2014,55_59,56        ,F  ,77.16       ,0.7716
2014,55_59,57        ,F  ,77.16       ,0.7716
2014,55_59,58        ,F  ,77.16       ,0.7716
2014,55_59,59        ,F  ,77.16       ,0.7716
2014,60_64,60        ,F  ,75.87       ,0.7587
