,Facility_ID,Officer_Type_Code,Total_Minutes_Per_Day,District,Facility_Level,Facility_Type,Region,Facility_Name,Officer_Type
244,31,L03,4182.209445585215,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Lab Assistant
245,31,M01,334.95523613963036,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Medical Officer / Specialist
246,31,M02,10267.49240246407,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Clinical Officer / Technician
247,31,M03,4397.943326488707,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Med. Assistant
248,31,N01,478.4229979466119,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Nurse Officer
249,31,N02,20589.60164271042,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Nurse Midwife Technician
250,31,P02,2861.716632443533,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Pharm Technician
251,31,P03,1335.4677618069818,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Pharm Assistant
252,31,R01,1030.7679671457906,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Radiographer
253,31,R02,1579.945790554415,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Radiography Technician
254,31,T01,601.1926078028747,Kasungu,3,District Hospital,Central,District Hospital_Kasungu,Nutrition Staff
255,32,E01,13696.016427104812,Nkhotakota,0,Community Health Station,Central,Community Health Station_Nkhotakota,DCSA
256,32,N01,531.5811088295687,Nkhotakota,0,Community Health Station,Central,Community Health Station_Nkhotakota,Nurse Officer
257,32,N02,13615.704312114969,Nkhotakota,0,Community Health Station,Central,Community Health Station_Nkhotakota,Nurse Midwife Technician
258,33,N01,691.0554414784393,Nkhotakota,1,Health Centre,Central,Health Centre_Nkhotakota,Nurse Officer
259,33,N02,15276.156057494838,Nkhotakota,1,Health Centre,Central,Health Centre_Nkhotakota,Nurse Midwife Technician
260,33,P02,2861.716632443533,Nkhotakota,1,Health Centre,Central,Health Centre_Nkhotakota,Pharm Technician
261,33,P03,1144.686652977413,Nkhotakota,1,Health Centre,Central,Health Centre_Nkhotakota,Pharm Assistant
262,34,L02,2172.4254620123206,Nkhotakota,2,Non-District Hospital,Central,Non-District Hospital_Nkhotakota,Lab Technician
263,34,L03,1881.9942505133474,Nkhotakota,2,Non-District Hospital,Central,Non-District Hospital_Nkhotakota,Lab Assistant
264,34,M01,669.9104722792607,Nkhotakota,2,Non-District Hospital,Central,Non-District Hospital_Nkhotakota,Medical Officer / Specialist
265,34,M02,9712.492813141687,Nkhotakota,2,Non-District Hospital,Central,Non-District Hospital_Nkhotakota,Clinical Officer / Technician
266,34,M03,4397.943326488707,Nkhotakota,2,Non-District Hospital,Central,Non-District Hospital_Nkhotakota,Med. Assistant
267,34,N01,318.9486652977413,Nkhotakota,2,Non-District Hospital,Central,Non-District Hospital_Nkhotakota,Nurse Officer
268,34,N02,16604.517453798733,Nkhotakota,2,Non-District Hospital,Central,Non-District Hospital_Nkhotakota,Nurse Midwife Technician
269,34,P02,763.1244353182752,Nkhotakota,2,Non-District Hospital,Central,Non-District Hospital_Nkhotakota,Pharm Technician
270,34,P03,953.905544147844,Nkhotakota,2,Non-District Hospital,Central,Non-District Hospital_Nkhotakota,Pharm Assistant
271,35,C01,601.1926078028747,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Mental Health Staff
272,35,D01,200.39753593429157,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Dental Officer
273,35,D02,4208.348254620124,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Dental Therapist
274,35,L01,191.6845995893224,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Lab Officer
275,35,L02,2172.4254620123206,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Lab Technician
276,35,L03,2091.1047227926083,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Lab Assistant
277,35,M01,418.69404517453796,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Medical Officer / Specialist
278,35,M02,8879.993429158114,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Clinical Officer / Technician
279,35,M03,3710.764681724845,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Med. Assistant
280,35,N01,531.5811088295687,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Nurse Officer
281,35,N02,20257.511293634445,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Nurse Midwife Technician
282,35,P01,381.5622176591376,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Pharmacist
283,35,P02,1335.4677618069818,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Pharm Technician
284,35,P03,763.1244353182752,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Pharm Assistant
285,35,R01,1030.7679671457906,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Radiographer
286,35,R02,1777.4390143737169,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Radiography Technician
287,35,T01,601.1926078028747,Nkhotakota,3,District Hospital,Central,District Hospital_Nkhotakota,Nutrition Staff
288,36,E01,13696.016427104812,Ntchisi,0,Community Health Station,Central,Community Health Station_Ntchisi,DCSA
289,36,N01,372.10677618069815,Ntchisi,0,Community Health Station,Central,Community Health Station_Ntchisi,Nurse Officer
290,36,N02,10626.891170431205,Ntchisi,0,Community Health Station,Central,Community Health Station_Ntchisi,Nurse Midwife Technician
291,37,N01,425.264887063655,Ntchisi,1,Health Centre,Central,Health Centre_Ntchisi,Nurse Officer
292,37,N02,11955.2525667351,Ntchisi,1,Health Centre,Central,Health Centre_Ntchisi,Nurse Midwife Technician
293,37,P01,190.7811088295688,Ntchisi,1,Health Centre,Central,Health Centre_Ntchisi,Pharmacist
294,37,P02,572.3433264887065,Ntchisi,1,Health Centre,Central,Health Centre_Ntchisi,Pharm Technician
295,37,P03,190.7811088295688,Ntchisi,1,Health Centre,Central,Health Centre_Ntchisi,Pharm Assistant
296,38,L01,191.6845995893224,Ntchisi,2,Non-District Hospital,Central,Non-District Hospital_Ntchisi,Lab Officer
297,38,L02,1777.4390143737169,Ntchisi,2,Non-District Hospital,Central,Non-District Hospital_Ntchisi,Lab Technician
298,38,L03,1463.7733059548257,Ntchisi,2,Non-District Hospital,Central,Non-District Hospital_Ntchisi,Lab Assistant
299,38,M01,167.47761806981518,Ntchisi,2,Non-District Hospital,Central,Non-District Hospital_Ntchisi,Medical Officer / Specialist
300,38,M02,6521.24517453799,Ntchisi,2,Non-District Hospital,Central,Non-District Hospital_Ntchisi,Clinical Officer / Technician
301,38,M03,2611.278850102669,Ntchisi,2,Non-District Hospital,Central,Non-District Hospital_Ntchisi,Med. Assistant
302,38,N01,531.5811088295687,Ntchisi,2,Non-District Hospital,Central,Non-District Hospital_Ntchisi,Nurse Officer
303,38,N02,11623.162217659126,Ntchisi,2,Non-District Hospital,Central,Non-District Hospital_Ntchisi,Nurse Midwife Technician
304,38,P02,1526.2488706365507,Ntchisi,2,Non-District Hospital,Central,Non-District Hospital_Ntchisi,Pharm Technician
305,38,P03,953.905544147844,Ntchisi,2,Non-District Hospital,Central,Non-District Hospital_Ntchisi,Pharm Assistant
306,39,D01,200.39753593429157,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Dental Officer
307,39,D02,2805.5655030800826,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Dental Therapist
308,39,L02,1382.4525667351131,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Lab Technician
309,39,L03,1463.7733059548257,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Lab Assistant
310,39,M01,418.69404517453796,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Medical Officer / Specialist
311,39,M02,6659.995071868586,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Clinical Officer / Technician
312,39,M03,3435.893223819301,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Med. Assistant
313,39,N01,318.9486652977413,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Nurse Officer
314,39,N02,12287.342915811074,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Nurse Midwife Technician
315,39,P02,1526.2488706365507,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Pharm Technician
316,39,P03,953.905544147844,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Pharm Assistant
317,39,R01,206.15359342915812,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Radiographer
318,39,R02,789.9728952772075,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Radiography Technician
319,39,T01,200.39753593429157,Ntchisi,3,District Hospital,Central,District Hospital_Ntchisi,Nutrition Staff
320,40,E01,13696.016427104812,Dowa,0,Community Health Station,Central,Community Health Station_Dowa,DCSA
321,40,N01,212.63244353182756,Dowa,0,Community Health Station,Central,Community Health Station_Dowa,Nurse Officer
322,40,N02,15774.291581108799,Dowa,0,Community Health Station,Central,Community Health Station_Dowa,Nurse Midwife Technician
323,41,N01,744.2135523613962,Dowa,1,Health Centre,Central,Health Centre_Dowa,Nurse Officer
324,41,N02,17600.788501026655,Dowa,1,Health Centre,Central,Health Centre_Dowa,Nurse Midwife Technician
325,41,P02,1907.8110882956885,Dowa,1,Health Centre,Central,Health Centre_Dowa,Pharm Technician
326,41,P03,572.3433264887065,Dowa,1,Health Centre,Central,Health Centre_Dowa,Pharm Assistant
327,42,L02,3159.89158110883,Dowa,2,Non-District Hospital,Central,Non-District Hospital_Dowa,Lab Technician
328,42,L03,2718.4361396303902,Dowa,2,Non-District Hospital,Central,Non-District Hospital_Dowa,Lab Assistant
329,42,M01,669.9104722792607,Dowa,2,Non-District Hospital,Central,Non-District Hospital_Dowa,Medical Officer / Specialist
330,42,M02,9434.993018480496,Dowa,2,Non-District Hospital,Central,Non-District Hospital_Dowa,Clinical Officer / Technician
331,42,M03,5497.429158110886,Dowa,2,Non-District Hospital,Central,Non-District Hospital_Dowa,Med. Assistant
332,42,N01,637.8973305954825,Dowa,2,Non-District Hospital,Central,Non-District Hospital_Dowa,Nurse Officer
333,42,N02,18098.924024640615,Dowa,2,Non-District Hospital,Central,Non-District Hospital_Dowa,Nurse Midwife Technician
334,42,P01,190.7811088295688,Dowa,2,Non-District Hospital,Central,Non-District Hospital_Dowa,Pharmacist
335,42,P02,2098.5921971252574,Dowa,2,Non-District Hospital,Central,Non-District Hospital_Dowa,Pharm Technician
336,42,P03,1717.0299794661196,Dowa,2,Non-District Hospital,Central,Non-District Hospital_Dowa,Pharm Assistant
337,43,C01,601.1926078028747,Dowa,3,District Hospital,Central,District Hospital_Dowa,Mental Health Staff
338,43,D01,200.39753593429157,Dowa,3,District Hospital,Central,District Hospital_Dowa,Dental Officer
339,43,D02,4609.143326488706,Dowa,3,District Hospital,Central,District Hospital_Dowa,Dental Therapist
340,43,L01,191.6845995893224,Dowa,3,District Hospital,Central,District Hospital_Dowa,Lab Officer
341,43,L02,1579.945790554415,Dowa,3,District Hospital,Central,District Hospital_Dowa,Lab Technician
342,43,L03,1672.8837782340865,Dowa,3,District Hospital,Central,District Hospital_Dowa,Lab Assistant
343,43,M01,418.69404517453796,Dowa,3,District Hospital,Central,District Hospital_Dowa,Medical Officer / Specialist
344,43,M02,9157.493223819305,Dowa,3,District Hospital,Central,District Hospital_Dowa,Clinical Officer / Technician
345,43,M03,3161.021765913757,Dowa,3,District Hospital,Central,District Hospital_Dowa,Med. Assistant
346,43,N01,478.4229979466119,Dowa,3,District Hospital,Central,District Hospital_Dowa,Nurse Officer
347,43,N02,20755.646817248406,Dowa,3,District Hospital,Central,District Hospital_Dowa,Nurse Midwife Technician
348,43,P01,190.7811088295688,Dowa,3,District Hospital,Central,District Hospital_Dowa,Pharmacist
349,43,P02,1335.4677618069818,Dowa,3,District Hospital,Central,District Hospital_Dowa,Pharm Technician
350,43,P03,953.905544147844,Dowa,3,District Hospital,Central,District Hospital_Dowa,Pharm Assistant
351,43,R01,1030.7679671457906,Dowa,3,District Hospital,Central,District Hospital_Dowa,Radiographer
352,43,R02,1382.4525667351131,Dowa,3,District Hospital,Central,District Hospital_Dowa,Radiography Technician
353,43,T01,601.1926078028747,Dowa,3,District Hospital,Central,District Hospital_Dowa,Nutrition Staff
354,44,E01,13696.016427104812,Salima,0,Community Health Station,Central,Community Health Station_Salima,DCSA
355,44,N01,531.5811088295687,Salima,0,Community Health Station,Central,Community Health Station_Salima,Nurse Officer
356,44,N02,14611.97535934289,Salima,0,Community Health Station,Central,Community Health Station_Salima,Nurse Midwife Technician
357,45,N01,265.7905544147844,Salima,1,Health Centre,Central,Health Centre_Salima,Nurse Officer
358,45,N02,12453.38809034906,Salima,1,Health Centre,Central,Health Centre_Salima,Nurse Midwife Technician
359,45,P02,1526.2488706365507,Salima,1,Health Centre,Central,Health Centre_Salima,Pharm Technician
360,45,P03,572.3433264887065,Salima,1,Health Centre,Central,Health Centre_Salima,Pharm Assistant
361,46,L02,2172.4254620123206,Salima,2,Non-District Hospital,Central,Non-District Hospital_Salima,Lab Technician
362,46,L03,1672.8837782340865,Salima,2,Non-District Hospital,Central,Non-District Hospital_Salima,Lab Assistant
363,46,M01,251.21642710472275,Salima,2,Non-District Hospital,Central,Non-District Hospital_Salima,Medical Officer / Specialist
364,46,M02,7769.99425051335,Salima,2,Non-District Hospital,Central,Non-District Hospital_Salima,Clinical Officer / Technician
365,46,M03,3161.021765913757,Salima,2,Non-District Hospital,Central,Non-District Hospital_Salima,Med. Assistant
366,46,N01,531.5811088295687,Salima,2,Non-District Hospital,Central,Non-District Hospital_Salima,Nurse Officer
367,46,N02,12951.523613963021,Salima,2,Non-District Hospital,Central,Non-District Hospital_Salima,Nurse Midwife Technician
368,46,P01,190.7811088295688,Salima,2,Non-District Hospital,Central,Non-District Hospital_Salima,Pharmacist
369,46,P02,1526.2488706365507,Salima,2,Non-District Hospital,Central,Non-District Hospital_Salima,Pharm Technician
370,46,P03,572.3433264887065,Salima,2,Non-District Hospital,Central,Non-District Hospital_Salima,Pharm Assistant
371,47,D01,200.39753593429157,Salima,3,District Hospital,Central,District Hospital_Salima,Dental Officer
372,47,D02,3607.1556468172494,Salima,3,District Hospital,Central,District Hospital_Salima,Dental Therapist
373,47,L01,191.6845995893224,Salima,3,District Hospital,Central,District Hospital_Salima,Lab Officer
374,47,L02,1777.4390143737169,Salima,3,District Hospital,Central,District Hospital_Salima,Lab Technician
375,47,L03,1881.9942505133474,Salima,3,District Hospital,Central,District Hospital_Salima,Lab Assistant
376,47,M01,334.95523613963036,Salima,3,District Hospital,Central,District Hospital_Salima,Medical Officer / Specialist
377,47,M02,6798.7449691991815,Salima,3,District Hospital,Central,District Hospital_Salima,Clinical Officer / Technician
378,47,M03,3161.021765913757,Salima,3,District Hospital,Central,District Hospital_Salima,Med. Assistant
379,47,N01,318.9486652977413,Salima,3,District Hospital,Central,District Hospital_Salima,Nurse Officer
380,47,N02,13283.613963038995,Salima,3,District Hospital,Central,District Hospital_Salima,Nurse Midwife Technician
381,47,P02,1335.4677618069818,Salima,3,District Hospital,Central,District Hospital_Salima,Pharm Technician
382,47,P03,1144.686652977413,Salima,3,District Hospital,Central,District Hospital_Salima,Pharm Assistant
383,47,R01,206.15359342915812,Salima,3,District Hospital,Central,District Hospital_Salima,Radiographer
384,47,R02,789.9728952772075,Salima,3,District Hospital,Central,District Hospital_Salima,Radiography Technician
385,47,T01,200.39753593429157,Salima,3,District Hospital,Central,District Hospital_Salima,Nutrition Staff
386,48,E01,6902.792279260781,Lilongwe,0,Community Health Station,Central,Community Health Station_Lilongwe,DCSA
387,48,N01,478.4229979466119,Lilongwe,0,Community Health Station,Central,Community Health Station_Lilongwe,Nurse Officer
388,48,N02,25238.86652977405,Lilongwe,0,Community Health Station,Central,Community Health Station_Lilongwe,Nurse Midwife Technician
389,49,N01,265.7905544147844,Lilongwe,1,Health Centre,Central,Health Centre_Lilongwe,Nurse Officer
390,49,N02,22748.18891170425,Lilongwe,1,Health Centre,Central,Health Centre_Lilongwe,Nurse Midwife Technician
391,49,P01,190.7811088295688,Lilongwe,1,Health Centre,Central,Health Centre_Lilongwe,Pharmacist
392,49,P02,1526.2488706365507,Lilongwe,1,Health Centre,Central,Health Centre_Lilongwe,Pharm Technician
393,49,P03,953.905544147844,Lilongwe,1,Health Centre,Central,Health Centre_Lilongwe,Pharm Assistant
394,50,L02,3159.89158110883,Lilongwe,2,Non-District Hospital,Central,Non-District Hospital_Lilongwe,Lab Technician
395,50,L03,2718.4361396303902,Lilongwe,2,Non-District Hospital,Central,Non-District Hospital_Lilongwe,Lab Assistant
396,50,M01,753.6492813141683,Lilongwe,2,Non-District Hospital,Central,Non-District Hospital_Lilongwe,Medical Officer / Specialist
397,50,M02,10822.491991786452,Lilongwe,2,Non-District Hospital,Central,Non-District Hospital_Lilongwe,Clinical Officer / Technician
398,50,M03,6459.479260780294,Lilongwe,2,Non-District Hospital,Central,Non-District Hospital_Lilongwe,Med. Assistant
399,50,N01,478.4229979466119,Lilongwe,2,Non-District Hospital,Central,Non-District Hospital_Lilongwe,Nurse Officer
400,50,N02,22914.234086242235,Lilongwe,2,Non-District Hospital,Central,Non-District Hospital_Lilongwe,Nurse Midwife Technician
401,50,P01,190.7811088295688,Lilongwe,2,Non-District Hospital,Central,Non-District Hospital_Lilongwe,Pharmacist
402,50,P02,2480.154414784395,Lilongwe,2,Non-District Hospital,Central,Non-District Hospital_Lilongwe,Pharm Technician
403,50,P03,1717.0299794661196,Lilongwe,2,Non-District Hospital,Central,Non-District Hospital_Lilongwe,Pharm Assistant
404,51,C01,8015.901437371657,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Mental Health Staff
405,51,D02,6412.721149897327,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Dental Therapist
406,51,L02,4147.357700205339,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Lab Technician
407,51,L03,3345.767556468172,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Lab Assistant
408,51,M01,669.9104722792607,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Medical Officer / Specialist
409,51,M02,10822.491991786452,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Clinical Officer / Technician
410,51,M03,6184.607802874749,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Med. Assistant
411,51,N01,637.8973305954825,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Nurse Officer
412,51,N02,19759.375770020484,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Nurse Midwife Technician
413,51,P02,2861.716632443533,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Pharm Technician
414,51,P03,2098.5921971252574,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Pharm Assistant
415,51,R01,1649.2287474332647,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Radiographer
416,51,R02,987.4661190965094,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Radiography Technician
417,51,T01,801.5901437371663,Lilongwe,3,District Hospital,Central,District Hospital_Lilongwe,Nutrition Staff
418,52,E01,13696.016427104812,Mchinji,0,Community Health Station,Central,Community Health Station_Mchinji,DCSA
419,52,N01,372.10677618069815,Mchinji,0,Community Health Station,Central,Community Health Station_Mchinji,Nurse Officer
420,52,N02,18929.14989733055,Mchinji,0,Community Health Station,Central,Community Health Station_Mchinji,Nurse Midwife Technician
421,53,N01,425.264887063655,Mchinji,1,Health Centre,Central,Health Centre_Mchinji,Nurse Officer
422,53,N02,17600.788501026655,Mchinji,1,Health Centre,Central,Health Centre_Mchinji,Nurse Midwife Technician
423,53,P02,1144.686652977413,Mchinji,1,Health Centre,Central,Health Centre_Mchinji,Pharm Technician
424,53,P03,953.905544147844,Mchinji,1,Health Centre,Central,Health Centre_Mchinji,Pharm Assistant
425,54,L02,2764.9051334702262,Mchinji,2,Non-District Hospital,Central,Non-District Hospital_Mchinji,Lab Technician
426,54,L03,1254.6628336755648,Mchinji,2,Non-District Hospital,Central,Non-District Hospital_Mchinji,Lab Assistant
427,54,M01,586.1716632443531,Mchinji,2,Non-District Hospital,Central,Non-District Hospital_Mchinji,Medical Officer / Specialist
428,54,M02,9296.2431211499,Mchinji,2,Non-District Hospital,Central,Non-District Hospital_Mchinji,Clinical Officer / Technician
429,54,M03,4123.071868583162,Mchinji,2,Non-District Hospital,Central,Non-District Hospital_Mchinji,Med. Assistant
430,54,N01,318.9486652977413,Mchinji,2,Non-District Hospital,Central,Non-District Hospital_Mchinji,Nurse Officer
431,54,N02,12785.478439425035,Mchinji,2,Non-District Hospital,Central,Non-District Hospital_Mchinji,Nurse Midwife Technician
432,54,P01,190.7811088295688,Mchinji,2,Non-District Hospital,Central,Non-District Hospital_Mchinji,Pharmacist
433,54,P02,2289.3733059548263,Mchinji,2,Non-District Hospital,Central,Non-District Hospital_Mchinji,Pharm Technician
434,54,P03,1717.0299794661196,Mchinji,2,Non-District Hospital,Central,Non-District Hospital_Mchinji,Pharm Assistant
435,55,C01,601.1926078028747,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Mental Health Staff
436,55,D01,200.39753593429157,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Dental Officer
437,55,D02,4408.745790554415,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Dental Therapist
438,55,L01,191.6845995893224,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Lab Officer
439,55,L02,1974.9322381930187,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Lab Technician
440,55,L03,2509.3256673511296,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Lab Assistant
441,55,M01,502.43285420944557,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Medical Officer / Specialist
442,55,M02,8602.493634496923,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Clinical Officer / Technician
443,55,M03,2886.150308008213,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Med. Assistant
444,55,N01,637.8973305954825,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Nurse Officer
445,55,N02,19759.375770020484,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Nurse Midwife Technician
446,55,P02,1717.0299794661196,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Pharm Technician
447,55,P03,572.3433264887065,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Pharm Assistant
448,55,R01,1443.0751540041067,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Radiographer
449,55,R02,1777.4390143737169,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Radiography Technician
450,55,T01,200.39753593429157,Mchinji,3,District Hospital,Central,District Hospital_Mchinji,Nutrition Staff
451,56,E01,13696.016427104812,Dedza,0,Community Health Station,Central,Community Health Station_Dedza,DCSA
452,56,N01,425.264887063655,Dedza,0,Community Health Station,Central,Community Health Station_Dedza,Nurse Officer
453,56,N02,20091.466119096458,Dedza,0,Community Health Station,Central,Community Health Station_Dedza,Nurse Midwife Technician
454,57,N01,744.2135523613962,Dedza,1,Health Centre,Central,Health Centre_Dedza,Nurse Officer
455,57,N02,17932.87885010263,Dedza,1,Health Centre,Central,Health Centre_Dedza,Nurse Midwife Technician
456,57,P01,190.7811088295688,Dedza,1,Health Centre,Central,Health Centre_Dedza,Pharmacist
457,57,P02,1907.8110882956885,Dedza,1,Health Centre,Central,Health Centre_Dedza,Pharm Technician
458,57,P03,381.5622176591376,Dedza,1,Health Centre,Central,Health Centre_Dedza,Pharm Assistant
459,58,L02,2369.9186858316225,Dedza,2,Non-District Hospital,Central,Non-District Hospital_Dedza,Lab Technician
460,58,L03,3345.767556468172,Dedza,2,Non-District Hospital,Central,Non-District Hospital_Dedza,Lab Assistant
461,58,M01,418.69404517453796,Dedza,2,Non-District Hospital,Central,Non-District Hospital_Dedza,Medical Officer / Specialist
462,58,M02,8602.493634496923,Dedza,2,Non-District Hospital,Central,Non-District Hospital_Dedza,Clinical Officer / Technician
463,58,M03,3848.200410677617,Dedza,2,Non-District Hospital,Central,Non-District Hospital_Dedza,Med. Assistant
464,58,N01,372.10677618069815,Dedza,2,Non-District Hospital,Central,Non-District Hospital_Dedza,Nurse Officer
465,58,N02,19593.330595482497,Dedza,2,Non-District Hospital,Central,Non-District Hospital_Dedza,Nurse Midwife Technician
466,58,P01,190.7811088295688,Dedza,2,Non-District Hospital,Central,Non-District Hospital_Dedza,Pharmacist
467,58,P02,2098.5921971252574,Dedza,2,Non-District Hospital,Central,Non-District Hospital_Dedza,Pharm Technician
468,58,P03,1144.686652977413,Dedza,2,Non-District Hospital,Central,Non-District Hospital_Dedza,Pharm Assistant
469,59,C01,601.1926078028747,Dedza,3,District Hospital,Central,District Hospital_Dedza,Mental Health Staff
470,59,D01,200.39753593429157,Dedza,3,District Hospital,Central,District Hospital_Dedza,Dental Officer
471,59,D02,5611.1310061601625,Dedza,3,District Hospital,Central,District Hospital_Dedza,Dental Therapist
472,59,L01,191.6845995893224,Dedza,3,District Hospital,Central,District Hospital_Dedza,Lab Officer
473,59,L02,3357.384804928132,Dedza,3,District Hospital,Central,District Hospital_Dedza,Lab Technician
474,59,L03,1881.9942505133474,Dedza,3,District Hospital,Central,District Hospital_Dedza,Lab Assistant
475,59,M01,669.9104722792607,Dedza,3,District Hospital,Central,District Hospital_Dedza,Medical Officer / Specialist
476,59,M02,11516.24147843943,Dedza,3,District Hospital,Central,District Hospital_Dedza,Clinical Officer / Technician
477,59,M03,4535.379055441479,Dedza,3,District Hospital,Central,District Hospital_Dedza,Med. Assistant
478,59,N01,478.4229979466119,Dedza,3,District Hospital,Central,District Hospital_Dedza,Nurse Officer
479,59,N02,20423.55646817243,Dedza,3,District Hospital,Central,District Hospital_Dedza,Nurse Midwife Technician
480,59,P02,2289.3733059548263,Dedza,3,District Hospital,Central,District Hospital_Dedza,Pharm Technician
481,59,P03,1335.4677618069818,Dedza,3,District Hospital,Central,District Hospital_Dedza,Pharm Assistant
482,59,R01,1030.7679671457906,Dedza,3,District Hospital,Central,District Hospital_Dedza,Radiographer
483,59,R02,987.4661190965094,Dedza,3,District Hospital,Central,District Hospital_Dedza,Radiography Technician
484,59,T01,200.39753593429157,Dedza,3,District Hospital,Central,District Hospital_Dedza,Nutrition Staff
485,60,E01,13696.016427104812,Ntcheu,0,Community Health Station,Central,Community Health Station_Ntcheu,DCSA
486,60,N01,691.0554414784393,Ntcheu,0,Community Health Station,Central,Community Health Station_Ntcheu,Nurse Officer
487,60,N02,18763.104722792563,Ntcheu,0,Community Health Station,Central,Community Health Station_Ntcheu,Nurse Midwife Technician
488,61,N01,372.10677618069815,Ntcheu,1,Health Centre,Central,Health Centre_Ntcheu,Nurse Officer
489,61,N02,15608.246406570812,Ntcheu,1,Health Centre,Central,Health Centre_Ntcheu,Nurse Midwife Technician
490,61,P01,190.7811088295688,Ntcheu,1,Health Centre,Central,Health Centre_Ntcheu,Pharmacist
491,61,P02,1907.8110882956885,Ntcheu,1,Health Centre,Central,Health Centre_Ntcheu,Pharm Technician
492,61,P03,1907.8110882956885,Ntcheu,1,Health Centre,Central,Health Centre_Ntcheu,Pharm Assistant
493,62,L01,191.6845995893224,Ntcheu,2,Non-District Hospital,Central,Non-District Hospital_Ntcheu,Lab Officer
494,62,L02,3159.89158110883,Ntcheu,2,Non-District Hospital,Central,Non-District Hospital_Ntcheu,Lab Technician
495,62,L03,3136.6570841889115,Ntcheu,2,Non-District Hospital,Central,Non-District Hospital_Ntcheu,Lab Assistant
496,62,M01,418.69404517453796,Ntcheu,2,Non-District Hospital,Central,Non-District Hospital_Ntcheu,Medical Officer / Specialist
