person_responsible,module_name,intervention_description,item_code,consumable_name_tlo,matching_status,consumable_name_lmis,comments_sm,verified_by_DM_lead,match_level1,match_level2,Comments_DM Leads,check with pharmacist? (Y/N),notes_on_openlmis_mapping,item_code_hhfa,item_hhfa_for_data_validation,item_hhfa_for_scenario_generation,hhfa_mapping_rationale_for_scenario_generation,notes_on_hhfa_mapping
Joe,labour,Caesarean section,76,Scalpel blade size 22 (individually wrapped)_100_CMST,Matched,"Scalpel blade size 20 (individually wrapped),Carbon steel",,to be checked,1,1,These two sizes have a much higher availability (+30 percentage points at level 3),,,,,Absorbable suture material,proxy,
Joe,labour,Caesarean section,76,Scalpel blade size 22 (individually wrapped)_100_CMST,Matched,"Scalpel blade size 21 (individually wrapped),Carbon steel",,to be checked,1,1,These two sizes have a much higher availability (+30 percentage points at level 3),,,,,Absorbable suture material,proxy,
Joe,labour,Caesarean section,77,Catgut chromic 1 needle round bodied C circle 50mm_12_CMST,Remove,Catgut chromic 1 on needle round bodied 1/2 circle 50mm thread length 75cm - 150cm (12 per box),I have removed this since this is a duplicate of 247,Correct,1,1,,,,,,,not relevant to logistic regression analysis,
Joe,labour,Caesarean section,77,Catgut chromic 1 needle round bodied C circle 50mm_12_CMST,Remove,"Catgut chromic 2 on needle round bodied 1/2 circle 50mm, thread lengh 75cm - 150cm (12 per box)",I have removed this since this is a duplicate of 247,to be checked,1,1,Repitition within the same package,,,,,,not relevant to logistic regression analysis,
Joe,labour,Caesarean section,77,Catgut chromic 1 needle round bodied C circle 50mm_12_CMST,Remove,"Catgut chromic suture sterile 0, round bodied 1/2 circle 40mm",I have removed this since this is a duplicate of 247,to be checked,1,1,Repitition within the same package,,,,,,not relevant to logistic regression analysis,
Joe,labour,Caesarean section,77,Catgut chromic 1 needle round bodied C circle 50mm_12_CMST,Remove,Catgut chromic suture sterile 2/0 on needle round bodied 1/2 circle 35m,I have removed this since this is a duplicate of 247,to be checked,1,1,Repitition within the same package,,,,,,not relevant to logistic regression analysis,
Joe,labour,Caesarean section,77,Catgut chromic 1 needle round bodied C circle 50mm_12_CMST,Remove,Catgut chromic suture sterile 3/0 on needle round bodied 1/2 circle 25m,I have removed this since this is a duplicate of 247,to be checked,1,1,Repitition within the same package,,,,,,not relevant to logistic regression analysis,
Joe,labour,Caesarean section,77,Catgut chromic 1 needle round bodied C circle 50mm_12_CMST,Remove,"Monofilament Polyamide (Ethilon) 2/0,1/2 circle reverse cutting needle 36mm, thread length 75cm (12 per box)",I have removed this since this is a duplicate of 247,to be checked,1,1,Repitition within the same package,,,,,,not relevant to logistic regression analysis,
Joe,labour,Caesarean section,82,Catheter Foley's + urine bag (2000ml) 14g_each_CMST,Matched,Catheter Foley''s retention 30cc FG 14,See expanation for including substitues above,Other (see comments),1,1,Repitition within the same package,Y,,,,,assume average,
Joe,labour,Caesarean section,82,Catheter Foley's + urine bag (2000ml) 14g_each_CMST,Matched,Catheter Foley''s retention 30cc FG 16,See expanation for including substitues above,Correct,1,1,,Y,,,,,assume average,
Joe,labour,Caesarean section,82,Catheter Foley's + urine bag (2000ml) 14g_each_CMST,Matched,Catheter Foley''s retention 30cc FG 18,See expanation for including substitues above,Other (see comments),1,1,Repitition within the same package,Y,,,,,assume average,
Joe,labour,Caesarean section,82,Catheter Foley's + urine bag (2000ml) 14g_each_CMST,Matched,"Bags urine drainage 2,000ml with outlet",,Correct,2,1,,,,,,,assume average,
Joe,labour,Caesarean section,84,Declofenac injection_each_CMST,Matched,"Diclofenac sodium 75mg/ml, 3ml",,Correct,1,1,,,,128,Prednisolone,Prednisolone,proxy,
Joe,labour,Caesarean section,101,"Gauze, absorbent 90cm x 40m_each_CMST",Matched,"Gauze, absorbent 90cm X 100m",,Other (see comments),1,1,Not exact match,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Joe,labour,Caesarean section,101,"Gauze, absorbent 90cm x 40m_each_CMST",Matched,Gauze swabs 8-ply 10cm x 10cm,,Other (see comments),1,1,Not exact match,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Joe,labour,Caesarean section,101,"Gauze, absorbent 90cm x 40m_each_CMST",Matched,"Gauze, absorbent 90cm x 40m",,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Joe,labour,Caesarean section,101,"Gauze, absorbent 90cm x 40m_each_CMST",Matched,"Dressing, paraffin gauze 9.5cm x 9.5cm (square)",,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Joe,labour,Caesarean section,101,"Gauze, absorbent 90cm x 40m_each_CMST",Matched,"Dressing, paraffin gauze 9.5cm x 9.5cm (square) 24x20 mesh, 17t/sq, pack of 36",,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Joe,labour,Caesarean section,102,"Oxytocin 10 IU/ml, 1ml_each_CMST",Matched,"Oxytocin 10 IU/ml, 1ml",,Correct,1,1,,,,122,Oxytocin injection,Oxytocin injection,,
Joe,labour,Caesarean section,103,"Bandage, plaster of paris 15cm_12_CMST",Matched,"Bandage, plaster of paris 10cm X 2.7m long , when stretched",,Correct,1,1,,,,2,Absorbable suture material,Absorbable suture material,proxy,
Joe,labour,Caesarean section,103,"Bandage, plaster of paris 15cm_12_CMST",Matched,"Bandage, plaster of paris 5cm X 2.7m long, when stretched",,Correct,1,1,,,,2,Absorbable suture material,Absorbable suture material,proxy,
Joe,labour,Caesarean section,104,Cannula iv (winged with injection pot) 14_each_CMST,Remove,Cannula iv  (winged with injection pot) 16,I have removed this since this is a duplicate of 171,Other (see comments),1,1,,verified with gynaecologist that this gauge size can be used when others are unavailable (18 is ideal),,88,Intravenous solution with infusion set,Intravenous solution with infusion set,,
Joe,labour,Caesarean section,104,Cannula iv (winged with injection pot) 14_each_CMST,Remove,Cannula iv  (winged with injection pot) 20,I have removed this since this is a duplicate of 171,Other (see comments),1,1,,verified with gynaecologist that this gauge size can be used when others are unavailable (18 is ideal),,88,Intravenous solution with infusion set,Intravenous solution with infusion set,,
Joe,labour,Caesarean section,104,Cannula iv (winged with injection pot) 14_each_CMST,Remove,Cannula iv  (winged with injection pot) 18,I have removed this since this is a duplicate of 171,Correct,1,1,,,,88,Intravenous solution with infusion set,Intravenous solution with infusion set,,
Joe,labour,Caesarean section,105,"Metronidazole 5mg/ml, 100ml_each_CMST",Matched,"Metronidazole 5mg/ml, 100ml",,Correct,1,1,,,,107,Metronidazole,Metronidazole,,
Joe,labour,Management of obstructed labour (assisted vaginal delivery),22,"Gloves, surgeons, latex, disposable, sterile, pair",Remove,"Glove surgeon''s size 7 1/2 sterile, pair",I have removed this since this is a duplicate of 135,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,,
Joe,labour,Management of obstructed labour (assisted vaginal delivery),22,"Gloves, surgeons, latex, disposable, sterile, pair",Remove,"Glove surgeon''s size 7 sterile, pair",I have removed this since this is a duplicate of 135,Other (see comments),1,1,Repitition within the same package,,,50,Disposable latex gloves,Disposable latex gloves,,
Joe,labour,Management of obstructed labour (assisted vaginal delivery),22,"Gloves, surgeons, latex, disposable, sterile, pair",Remove,"Glove surgeon''s size 8 sterile, pair",I have removed this since this is a duplicate of 135,Other (see comments),1,1,Repitition within the same package,,,50,Disposable latex gloves,Disposable latex gloves,,
Joe,labour,Management of obstructed labour (assisted vaginal delivery),65,"Ketamine, 10 ml vial, 50 mg/ml",Matched,"Ketamine hydrochloride 50mg/ml, 10ml",,Correct,1,1,,,,93,Ketamine injection,Ketamine injection,,
Joe,"labour, postnatal supervisor",Management of maternal sepsis,129,"Plaster, elastic adhesive 5cm x 5m_each_CMST",Remove,"Plaster, elastic adhesive 5cm x 5m long, when stretched",I have removed this since this is a duplicate of 21,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Joe,"labour, postnatal supervisor",Management of maternal sepsis,129,"Plaster, elastic adhesive 5cm x 5m_each_CMST",Remove,"Plaster, elastic adhesive 10cm x 5m long, when stretched",I have removed this since this is a duplicate of 21,Other (see comments),1,1,Repitition within the same package,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Joe,"labour, postnatal supervisor",Management of maternal sepsis,129,"Plaster, elastic adhesive 5cm x 5m_each_CMST",Remove,"Plaster, elastic adhesive 7.5cm x 5m long, when stretched",I have removed this since this is a duplicate of 21,Other (see comments),1,1,Repitition within the same package,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Joe,"labour, postnatal supervisor",Management of maternal sepsis,130,"Gentamicin 40mg/ml, 2ml_each_CMST",Matched,"Gentamicin 40mg/ml, 2ml",,Correct,1,1,,,,67,Gentamycin injection 40mg/ml in 1ml or 2ml ampoules,Gentamycin injection 40mg/ml in 1ml or 2ml ampoules,,
Joe,"labour, postnatal supervisor",Management of postpartum haemorrhage (primary and secondary),52,"Albendazole, tablet, 400 mg",Matched,Albendazole 400mg,,Correct,1,1,,,,5,Albendazole or Mebendazole,Albendazole or Mebendazole,,
Joe,"labour, postnatal supervisor",Management of postpartum haemorrhage (primary and secondary),52,"Albendazole, tablet, 400 mg",Matched,Metronidazole 200mg,,Incorrect,,,Repitition within the same package,,,5,Albendazole or Mebendazole,Albendazole or Mebendazole,,
Joe,"labour, postnatal supervisor",Management of postpartum haemorrhage (primary and secondary),52,"Albendazole, tablet, 400 mg",Matched,Metronidazole 250mg,,Incorrect,,,Repitition within the same package,,,5,Albendazole or Mebendazole,Albendazole or Mebendazole,,
Joe,"labour, postnatal supervisor",Management of postpartum haemorrhage (primary and secondary),52,"Albendazole, tablet, 400 mg",Matched,Albendazole 200mg,,Correct,1,1,,,,5,Albendazole or Mebendazole,Albendazole or Mebendazole,,
Joe,"labour, postnatal supervisor",Management of postpartum haemorrhage (primary and secondary),85,"Plaster, elastic adhesive 10cm x 5m_each_CMST",Remove,"Plaster, elastic adhesive 10cm x 5m long, when stretched","I have removed this since only item code 129 was preserved between the duplicates 129,  85, and 21",Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Joe,newborn_outcomes,Newborn eye care,68,"Tetracycline eye ointment, 1 %, tube 5 mg",Matched,"Tetracycline eye ointment 1%, 3.5g",,Correct,1,1,,,,11,Antibiotic eye ointment for newborn,Antibiotic eye ointment for newborn,,
Joe,newborn_outcomes,Vitamin K prophylaxsis for newborns,2580,"vitamin K1 (phytomenadione) 1 mg/ml, 1 ml, inj._100_IDA",Matched,"Phytomenadione 10mg/ml, 1ml (Vitamin K)",See expanation for including substitues above,Other (see comments),1,1,Repitition within the same package,Y,,,,,assume average,
Joe,newborn_outcomes,Vitamin K prophylaxsis for newborns,2580,"vitamin K1 (phytomenadione) 1 mg/ml, 1 ml, inj._100_IDA",Matched,"Phytomenadione 2mg/ml, 1ml (Vitamin K)",,Correct,1,1,,Y,,,,,assume average,
Joe,"newborn_outcomes, postnatal_supervisor",Neonatal sepsis - intravenous antibiotics only,2606,"Benzylpenicillin 1g (1MU), PFR_Each_CMST",Matched,"Benzathine benzylpenicillin 1.44g (2.4MU), PFR",,Correct,1,1,,,,22,Benzathine benzylpenicillin powder for injection,Benzathine benzylpenicillin powder for injection,,
Joe,"newborn_outcomes, postnatal_supervisor",Neonatal sepsis- full supportive care,70,"Amoxicillin, powder/oral suspension, 125 mg/5 ml",Matched,"Amoxycillin 125mg/5ml suspension, PFR to make 100ml",,Correct,1,1,,Y,,8,Amoxicillin,Amoxicillin,,
Joe,"newborn_outcomes, postnatal_supervisor",Neonatal sepsis- full supportive care,132,"Ampicillin injection 250mg, PFR_each_CMST",Matched,"Ampicillin Injection 1g, PFR",,Correct,1,1,,Y,,10,Ampicillin powder for injection,Ampicillin powder for injection,,
Joe,"newborn_outcomes, postnatal_supervisor",Neonatal sepsis- full supportive care,132,"Ampicillin injection 250mg, PFR_each_CMST",Matched,"Ampicillin injection 500mg, PFR",Need to confirm with pharmacist which match is better,Other (see comments),1,1,Repitition within the same package,Y,,10,Ampicillin powder for injection,Ampicillin powder for injection,,
Joe,"newborn_outcomes, postnatal_supervisor",Neonatal sepsis- full supportive care,133,"Dextrose (glucose) 5%, 1000ml_each_CMST",Matched,"Dextrose (glucose) 5%, 1000ml",,Correct,1,1,,,,71,Glucose 50% injection,Glucose 50% injection,proxy,
Joe,"newborn_outcomes, postnatal_supervisor",Neonatal sepsis- full supportive care,133,"Dextrose (glucose) 5%, 1000ml_each_CMST",Matched,"Dextrose (glucose) 5%, 500ml",This should just be a different pack size. See explanation for including substitues above,Other (see comments),1,1,Repitition within the same package,,,71,Glucose 50% injection,Glucose 50% injection,proxy,
Joe,"newborn_outcomes, postnatal_supervisor",Neonatal sepsis- full supportive care,134,"Tube, feeding CH 8_each_CMST",Matched,"Tube, feeding CH 6",,Other (see comments),1,1,Repitition within the same package,Y,,,,,assume average,
Joe,"newborn_outcomes, postnatal_supervisor",Neonatal sepsis- full supportive care,134,"Tube, feeding CH 8_each_CMST",Matched,"Tube, feeding CH 8",,Correct,1,1,,Y,,,,,assume average,
Robbie Manning Smith,Road traffic injuries,Pain management,113,Paracetamol 500mg_1000_CMST,Matched,Paracetamol 500mg,,Correct,1,1,,,,123,Paracetamol cap/tab,Paracetamol cap/tab,,
Robbie Manning Smith,Road traffic injuries,Pain management,113,Paracetamol 500mg_1000_CMST,Matched,Ibuprofen 200mg Tabs,,Correct,1,1,,,,123,Paracetamol cap/tab,Paracetamol cap/tab,,
Robbie Manning Smith,Road traffic injuries,Pain management,242,"diclofenac sodium 25 mg, enteric coated_1000_IDA",Matched,Diclofenac sodium 50mg,,Correct,1,1,,,,,,Ibuprofen tablet,proxy,
Robbie Manning Smith,Road traffic injuries,Pain management,243,"morphine sulphate 10 mg/ml, 1 ml, injection (nt)_10_IDA",Matched,Codeine Phosphate 30 mg,,Other (see comments),1,1,,Y,,111,"Morphine granules, tablet",Ketamine injection,proxy,
Robbie Manning Smith,Road traffic injuries,Pain management,243,"morphine sulphate 10 mg/ml, 1 ml, injection (nt)_10_IDA",Matched,"Morphine slow rel, 30mg",,Other (see comments),1,1,,Y,,111,"Morphine granules, tablet",Ketamine injection,proxy,
Robbie Manning Smith,Road traffic injuries,Pain management,243,"morphine sulphate 10 mg/ml, 1 ml, injection (nt)_10_IDA",Matched,Morphine sulphate 10mg (slow release),,Correct,1,1,,Y,,111,"Morphine granules, tablet",Ketamine injection,proxy,
Robbie Manning Smith,Road traffic injuries,Pain management,2564,"tramadol HCl 100 mg/2 ml, for injection_100_IDA",Matched,Codeine Phosphate 30 mg,,Incorrect,,,,,,112,Morphine injection,Ketamine injection,proxy,
Robbie Manning Smith,Road traffic injuries,Pain management,2564,"tramadol HCl 100 mg/2 ml, for injection_100_IDA",Matched,"Codeine, 30mg",,Incorrect,,,,,,112,Morphine injection,Ketamine injection,proxy,
Robbie Manning Smith,Road traffic injuries,Pain management,2564,"tramadol HCl 100 mg/2 ml, for injection_100_IDA",Matched,"Morphine slow rel, 30mg",Checked with Alison Rodger,Correct,1,1,,,,112,Morphine injection,Ketamine injection,proxy,
Robbie Manning Smith,Road traffic injuries,Pain management,2564,"tramadol HCl 100 mg/2 ml, for injection_100_IDA",Matched,Morphine sulphate 10mg (slow release),Checked with Alison Rodger,Correct,1,1,,,,112,Morphine injection,Ketamine injection,proxy,
Robbie Manning Smith,Road traffic injuries,Treatment of burns,2482,"ringer's lactate (Hartmann's solution), 500 ml_20_IDA",Remove,"Sodium lactate compound (Ringer''s lactate), 1000ml","I have removed this since only item code 149 was preserved between the duplicates 35, 149, 2482",Other (see comments),1,1,,Y,,138,Ringer's lactate IV solution,Ringer's lactate IV solution,,
Robbie Manning Smith,Road traffic injuries,Treatment of burns,2482,"ringer's lactate (Hartmann's solution), 500 ml_20_IDA",Remove,"Sodium lactate compound (Ringer''s lactate), 500ml","I have removed this since only item code 149 was preserved between the duplicates 35, 149, 2482",Correct,1,1,,Y,,138,Ringer's lactate IV solution,Ringer's lactate IV solution,,
Robbie Manning Smith,Road traffic injuries,Treatment of fractures,244,"Bandage, crepe 7.5cm x 1.4m long , when stretched",Matched,"Bandage, WOW 10cm x 4m long, when stretched",,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Robbie Manning Smith,Road traffic injuries,Treatment of fractures,244,"Bandage, crepe 7.5cm x 1.4m long , when stretched",Matched,"Bandage, WOW 15cm x 4m long, when stretched",,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Robbie Manning Smith,Road traffic injuries,Treatment of fractures,244,"Bandage, crepe 7.5cm x 1.4m long , when stretched",Matched,"Bandage, WOW 5cm x 4m long, when stretched",,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Robbie Manning Smith,Road traffic injuries,Treatment of fractures,244,"Bandage, crepe 7.5cm x 1.4m long , when stretched",Matched,"Bandage, WOW 7.5cm x 4m long, when stretched",,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Robbie Manning Smith,Road traffic injuries,Treatment of fractures,244,"Bandage, crepe 7.5cm x 1.4m long , when stretched",Matched,"Bandage, crepe 10cm 1.4m long, when stretched",Farily sure the dimensions of bandage will not matter,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Robbie Manning Smith,Road traffic injuries,Treatment of fractures,244,"Bandage, crepe 7.5cm x 1.4m long , when stretched",Matched,"Bandage, crepe 7.5cm x 1.4m long , when stretched",,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Robbie Manning Smith,Road traffic injuries,Treatment of fractures,249,Plaster of Paris (POP) 10cm x 7.5cm slab_12_CMST,Matched,Plaster of Paris (POP) 10cm x 7.5cm slab,,Correct,1,1,,,,,,,assume average,
Robbie Manning Smith,Road traffic injuries,Treatment of open fractures,29,"Metronidazole, injection, 500 mg in 100 ml vial",Matched,"Metronidazole 5mg/ml, 100ml",,Correct,1,1,,,Alison Rodger suggested that this should be Amoxy-Clav,107,Metronidazole,Metronidazole,,
Robbie Manning Smith,Road traffic injuries,Treatment of open fractures,1871,Cetrimide 15% + chlorhexidine 1.5% solution.for dilution _5_CMST,Matched,Cetrimide 15% + chlorhexidine 1.5% solution.for dilution,,Correct,1,1,,,,31,Chlorhexidine 4% gel or solution,Chlorhexidine 4% gel or solution,proxy,
Robbie Manning Smith,Road traffic injuries,Treatment of open fractures,1871,Cetrimide 15% + chlorhexidine 1.5% solution.for dilution _5_CMST,Matched,"Chlorhexidine 1.5% solution, 5ml",,Correct,1,1,,,,31,Chlorhexidine 4% gel or solution,Chlorhexidine 4% gel or solution,proxy,
Robbie Manning Smith,Road traffic injuries,Treatment of open fractures,1902,"Dressing, paraffin gauze 9.5cm x 9.5cm (square)_pack of 36_CMST",Remove,"Dressing, paraffin gauze 9.5cm x 9.5cm (square) 24x20 mesh, 17t/sq, pack of 36",I have removed this since this is a duplicate of 101,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Robbie Manning Smith,Road traffic injuries,Treatment of open fractures,1902,"Dressing, paraffin gauze 9.5cm x 9.5cm (square)_pack of 36_CMST",Remove,"Dressing, paraffin gauze 9.5cm x 9.5cm (square)",I have removed this since this is a duplicate of 101,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Tara,HIV,ART adults,2644,Adult First line 1A d4T-based,Remove,"Stavudine (d4T) + Lamivudine (3TC) + Nevirapine (NVP), 6mg + 30mg + 50mg, 60''s (1P)",,,,,Remove,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Tara,HIV,ART adults,2644,Adult First line 1A d4T-based,Remove,"Stavudine (d4T) + Lamivudine (3TC), 6mg +30mg, 60''s (3P)",,,,,Remove,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),,
Tara,HIV,ART children,0,"Lamiduvine/Zidovudine/Nevirapine (3TC + AZT + NVP), tablet, 150 + 300",Remove,"Zidovudine (AZT) + Lamivudine (3TC) + Nvevirapine (NVP), 300mg + 150mg + 200mg, 60''s (2A)",,,,,Remove,,,131,Progestin-only contraceptive pill,Progestin-only contraceptive pill,,
Tara,HIV,ART children,0,"Lamiduvine/Zidovudine/Nevirapine (3TC + AZT + NVP), tablet, 150 + 300",Remove,"Zidovudine (AZT) + Lamivudine (3TC), 300mg+150mg, 60''s (4A, 8A)",,,,,Remove,,,131,Progestin-only contraceptive pill,Progestin-only contraceptive pill,,
Tara,HIV,ART children,0,"Lamiduvine/Zidovudine/Nevirapine (3TC + AZT + NVP), tablet, 150 + 300",Remove,"Zidovudine(AZT) + Lamivudine (3TC) + Nevirapine(NVP), 60mg + 30mg + 50mg, 60''s (2P)",,,,,Remove,,,131,Progestin-only contraceptive pill,Progestin-only contraceptive pill,,
Tara,HIV,ART children,0,"Lamiduvine/Zidovudine/Nevirapine (3TC + AZT + NVP), tablet, 150 + 300",Remove,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 300+150+200mg",,,,,Remove,,,131,Progestin-only contraceptive pill,Progestin-only contraceptive pill,,
Tara,HIV,ART children,0,"Lamiduvine/Zidovudine/Nevirapine (3TC + AZT + NVP), tablet, 150 + 300",Remove,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60+30+50mg",,,,,Remove,,,131,Progestin-only contraceptive pill,Progestin-only contraceptive pill,,
Tara,HIV,ART children,203,Cotrimoxazole for children,Remove,"Cotrimoxazole (dispersible tabs), 100+20mg",Removed since the same item code repeats under a different intervention,,,,,,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,ART children,203,Cotrimoxazole for children,Remove,Cotrimoxazole 120mg Tablets,Removed since the same item code repeats under a different intervention,,,,,,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,ART children,203,Cotrimoxazole for children,Remove,Cotrimoxazole 480mg tablets,Removed since the same item code repeats under a different intervention,,,,,,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,ART children,203,Cotrimoxazole for children,Remove,Cotrimoxazole 960mg Tabs,Removed since the same item code repeats under a different intervention,,,,,,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,ART children,203,Cotrimoxazole for children,Remove,"Cotrimoxazole, 400+ 80mg",Removed since the same item code repeats under a different intervention,,,,,,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,ART children,203,Cotrimoxazole for children,Remove,"Cotrimoxazole, 960 mg",Removed since the same item code repeats under a different intervention,,,,,,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,Cotrimoxazole for children,203,Cotrimoxazole 120mg_1000_CMST,Matched,"Cotrimoxazole (dispersible tabs), 100+20mg",,Correct,1,1,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,Cotrimoxazole for children,203,Cotrimoxazole 120mg_1000_CMST,Matched,Cotrimoxazole 120mg Tablets,,Correct,1,1,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,Cotrimoxazole for children,203,Cotrimoxazole 120mg_1000_CMST,Matched,Cotrimoxazole 480mg tablets,,Incorrect,1,1,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,Cotrimoxazole for children,203,Cotrimoxazole 120mg_1000_CMST,Matched,Cotrimoxazole 960mg Tabs,,Incorrect,1,1,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,Cotrimoxazole for children,203,Cotrimoxazole 120mg_1000_CMST,Matched,"Cotrimoxazole, 400+ 80mg",,Incorrect,1,1,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,Cotrimoxazole for children,203,Cotrimoxazole 120mg_1000_CMST,Matched,"Cotrimoxazole, 960 mg",,Incorrect,1,1,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,HIV prevention for TB patients,2,"Condom, male",Matched,Male Condoms,,Correct,1,1,,,,101,Male condoms,Male condoms,,
Tara,HIV,HIV prevention for TB patients,2,"Condom, male",Matched,"Male condoms, Each",,Correct,1,1,,Y,,101,Male condoms,Male condoms,,
Tara,HIV,Male circumcision,196,"Test, HIV EIA Elisa",Matched,Determine HIV Test Kits,Ask local pharmacist which PCR test is used,Correct,1,1,,Y,,80,HIV rapid test kit,HIV rapid test kit,,
Tara,HIV,Male circumcision,196,"Test, HIV EIA Elisa",Matched,"Determine HIV test Kits, Kit of 100 Tests",Ask local pharmacist which PCR test is used,Correct,1,1,,Y,,80,HIV rapid test kit,HIV rapid test kit,,
Tara,HIV,Management of opportunistic infections associated with HIV/AIDS,204,"Cotrimoxizole, 960mg pppy",Matched,"Cotrimoxazole (dispersible tabs), 100+20mg",,Incorrect,,,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,Management of opportunistic infections associated with HIV/AIDS,204,"Cotrimoxizole, 960mg pppy",Matched,Cotrimoxazole 120mg Tablets,,Incorrect,1,1,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,Management of opportunistic infections associated with HIV/AIDS,204,"Cotrimoxizole, 960mg pppy",Matched,Cotrimoxazole 480mg tablets,,Incorrect,1,1,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,Management of opportunistic infections associated with HIV/AIDS,204,"Cotrimoxizole, 960mg pppy",Matched,Cotrimoxazole 960mg Tabs,,Correct,1,1,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,Management of opportunistic infections associated with HIV/AIDS,204,"Cotrimoxizole, 960mg pppy",Matched,"Cotrimoxazole, 400+ 80mg",,Incorrect,1,1,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,Management of opportunistic infections associated with HIV/AIDS,204,"Cotrimoxizole, 960mg pppy",Matched,"Cotrimoxazole, 960 mg",,Correct,1,1,,Y,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,PMTCT,198,"Nevirapine, oral solution, 10 mg/ml",Matched,"Nevirapine (NVP syrup with syringe), 10mg/ml",,Incorrect,,,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,PMTCT,198,"Nevirapine, oral solution, 10 mg/ml",Matched,"Nevirapine (NVP) Syrup, 10mg/ml",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,PMTCT,199,"Nevirapine, tablet, 200 mg",Matched,"Nevirapine (NVP), 200mg",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,PMTCT,199,"Nevirapine, tablet, 200 mg",Matched,"Nevirapine (NVP), 200mg, 60''s (6A)",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,PMTCT,199,"Nevirapine, tablet, 200 mg",Matched,"Nevirapine (NVP), 50mg",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
